# Removed extra columns, and rows at the end of the file
# Replaced '0' with INDEF
# Replaced INDEF with nan
# Removed extra columns, and rows at the end of the file
# Replaced '0' with INDEF
# Replaced INDEF with nan
ID alpha delta x y v ev bv ebv ub eub vi evi d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
1397 16.93356 -39.348471 343.715 760.919 17.807 0.017 1.457 0.027 nan nan 1.806 0.02 2.0752 0.122885 0.081583 0.091895 41.6 "Gaia DR2 5970180467612269312" 254.00341525476 6.7256 -39.34904733464 2.9986 1635721458409799680 5970180467612269312 1019127466 2015.5 "" "" "" "" "" "" "" -0.5681 "" "" "" "" "" "" "" "" "" 118 0 116 2 2.2873 147.88 3.073 1.9 3 0 0.0174 "" "" 0.114 14 7 23.81 0 14 0 118 93.26 1.137 82.017 20.7641 0.0132 8 51.28 9.249 5.544 21.0765 0.1958 14 121.3 16.83 7.204 19.5526 0.1507 1.85 0 1.5239 0.3124 1.2115 "" "" 0 "" "" "" NOT_AVAILABLE 345.61238446567 2.46630869562 257.15013467425 -16.62066437309 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.003415255 6.7256 -39.3490473346 2.9986
1398 16.919345 -39.510386 1723.75 2099.06 17.81 0.016 1.148 0.024 nan nan 1.554 0.017 3.4733 0.10835 -0.083758 -0.068733 230.6 "Gaia DR2 5969802201255829888" 253.78935166501 0.3052 -39.50967324429 0.2209 1635721458409799680 5969802201255829888 695995686 2015.5 0.8273 0.2493 3.3189 2.469 0.559 -0.929 0.316 0.4399 0.0473 -0.7591 -0.4106 0.4402 -0.4427 -0.851 -0.1996 -0.2879 0.3076 197 0 196 1 0.8542 207.48 0.0 0.0 31 0 0.6677 1.476 0.0423 0.074 22 10 0.57854 0 24 0 210 945.7 1.759 537.659 18.2489 0.002 9 351.8 6.266 56.143 18.9856 0.0193 11 949.0 11.47 82.716 17.3188 0.0131 1.375 0 1.6668 0.7367 0.9302 "" "" 0 "" "" "" NOT_AVAILABLE 345.38338590142 2.49454502788 256.99796925396 -16.7992682057 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.789337885 8.6767 -39.5096692446 4.9088
1399 16.922306 -39.383231 1436.31 1048.19 17.812 0.017 1.209 0.028 nan nan 1.579 0.02 3.4022 0.076192 -0.049892 0.057585 319.1 "Gaia DR2 5970366182016548992" 253.83336474355 0.1186 -39.38338706032 0.0854 1635721458409799680 5970366182016548992 430564527 2015.5 0.8298 0.1262 6.5751 -2.607 0.208 -5.589 0.142 0.1573 -0.3287 -0.4226 -0.2277 0.0052 -0.1562 -0.7018 -0.0429 0.2431 0.1247 183 0 183 0 1.2296 201.5 0.0 0.0086 31 0 2.2634 1.4348 0.0224 0.05 21 10 0.19909 0 23 0 201 2313.0 2.467 937.576 17.2778 0.0012 21 833.9 9.911 84.132 18.0486 0.0129 21 2221.0 19.77 112.371 16.3955 0.0097 1.321 0 1.6532 0.7709 0.8823 "" "" 0 "" "" "" NOT_AVAILABLE 345.50317238035 2.54729274156 257.01794990146 -16.66989574041 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.833379265 3.2287 -39.3833629966 2.2013
1400 16.930289 -39.500111 661.299 2014.14 17.813 0.017 1.166 0.025 nan nan 1.591 0.018 2.1292 0.073726 0.043294 -0.059674 144.0 "Gaia DR2 5970176791105574656" 253.9540233347 1.5857 -39.50065135788 1.2082 1635721458409799680 5970176791105574656 1394095349 2015.5 "" "" "" "" "" "" "" 0.8721 "" "" "" "" "" "" "" "" "" 149 0 149 0 1.5632 171.44 1.434 1.1 3 0 0.0574 "" "" 0.229 17 8 4.1157 0 19 0 167 175.2 1.108 158.067 20.0798 0.0069 9 134.6 6.048 22.257 20.0288 0.0488 10 361.1 12.07 29.923 18.368 0.0363 2.83 0 1.6608 -0.051 1.7118 "" "" 0 "" "" "" NOT_AVAILABLE 345.47012942422 2.40119771677 257.12870577055 -16.7756422958 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.954023335 1.5857 -39.5006513579 1.2082
1401 16.931297 -39.443111 563.361 1543.07 17.816 0.016 1.269 0.025 nan nan 1.794 0.019 1.1112 0.055564 0.055528 -0.002014 92.1 "Gaia DR2 5970177375235960960" 253.96981811349 20.4437 -39.44298202728 6.5439 1635721458409799680 5970177375235960960 273308476 2015.5 "" "" "" "" "" "" "" 0.4399 "" "" "" "" "" "" "" "" "" 52 0 51 1 3.9548 94.24 6.692 4.2 3 0 0.0095 "" "" 0.153 6 5 208.5 0 6 0 53 75.01 1.692 44.328 21.0006 0.0245 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.52278232387 2.42778724848 257.13444277449 -16.71695473364 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.969818113 20.4437 -39.4429820273 6.5439
1402 16.928382 -39.320726 846.415 531.622 17.821 0.019 2.226 0.057 nan nan 2.861 0.019 1.2148 0.122185 0.021188 0.120334 10.0 "Gaia DR2 5970367968722948096" 253.92530275919 0.0798 -39.32065364773 0.0684 1635721458409799680 5970367968722948096 75380555 2015.5 0.1033 0.096 1.0752 -1.032 0.158 -3.369 0.119 0.0158 -0.1663 -0.3561 -0.0363 -0.3289 0.0688 -0.768 -0.1437 0.4391 -0.0563 231 0 231 0 6.5766 395.67 0.349 5.9 31 0 3.2507 1.3091 0.0155 0.055 26 12 0.14794 0 26 0 231 5068.0 3.725 1360.793 16.4262 0.0008 23 863.7 10.84 79.7 18.0105 0.0136 24 6826.0 20.41 334.399 15.1766 0.0032 1.517 0 2.834 1.5843 1.2496 "" "" 0 "" "" "" NOT_AVAILABLE 345.59670209676 2.53120001631 257.08410571381 -16.59938559507 100001 3671.66 3198.0 4341.84 2.5385 2.3167 2.7201 1.2507 1.1616 1.3438 "" "" "" "" "" "" "" 253.9253085 2.4519 -39.3206391433 1.8518
1403 16.917211 -39.533455 1931.01 2289.71 17.821 0.021 1.263 0.033 0.401 0.053 1.66 0.022 3.7312 0.141276 -0.106746 -0.092543 229.1 "Gaia DR2 5969802063817480320" 253.75950885037 14.6514 -39.53345118787 6.428 1635721458409799680 5969802063817480320 29734110 2015.5 "" "" "" "" "" "" "" 0.9523 "" "" "" "" "" "" "" "" "" 74 0 73 1 -0.2997 63.92 0.0 0.03 3 0 0.0181 "" "" 0.207 9 6 79.93 0 10 0 74 77.18 1.405 54.932 20.9696 0.0198 6 41.38 14.5 2.853 21.3094 0.3805 8 139.8 17.49 7.993 19.3984 0.1358 2.347 1 1.9111 0.3399 1.5712 "" "" 0 "" "" "" NOT_AVAILABLE 345.35039489456 2.4975421523 256.97696782747 -16.82555820073 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.75950885 14.6514 -39.5334511879 6.428
1404 16.920256 -39.491311 1635.35 1941.41 17.822 0.015 1.596 0.029 nan nan 2.172 0.016 3.2447 0.08919 -0.073488 -0.050541 235.5 "Gaia DR2 5969802609263584768" 253.80268880317 0.134 -39.49149235492 0.0914 1635721458409799680 5969802609263584768 766260693 2015.5 0.437 0.1241 3.5229 -1.008 0.242 -1.373 0.145 -0.0382 -0.3406 -0.616 -0.0186 0.2238 -0.0053 -0.802 0.0734 -0.0572 -0.0705 194 0 194 0 2.5112 241.36 0.276 2.1 31 0 2.6186 1.36 0.0223 0.029 22 10 0.23624 0 24 0 212 3201.0 3.605 888.013 16.925 0.0012 21 883.2 15.57 56.704 17.9863 0.0191 21 3757.0 12.62 297.769 15.8249 0.0036 1.449 1 2.1614 1.0613 1.1001 "" "" 0 "" "" "" NOT_AVAILABLE 345.40401938011 2.49793917402 257.00644431354 -16.78001672258 100002 3685.0 3567.0 3923.27 2.5368 2.2699 2.883 1.3 1.1389 1.4801 "" "" "" "" "" "" "" 253.802694429 3.7505 -39.4914864438 2.2551
1405 16.925855 -39.336409 1091.7 661.231 17.822 0.015 2.67 0.058 nan nan 3.528 0.016 2.1160 0.104871 -0.008406 0.104534 355.4 "Gaia DR2 5970366731772373632" 253.88704675896 0.0726 -39.33645582438 0.0646 1635721458409799680 5970366731772373632 1585866927 2015.5 -0.0728 0.0903 -0.8061 -3.411 0.14 -4.981 0.113 -0.0368 -0.1738 -0.3867 -0.0236 -0.3445 0.1146 -0.7364 -0.1626 0.4342 -0.2053 213 0 212 1 9.2534 457.0 0.389 11.0 31 0 3.9122 1.2866 0.0147 0.034 25 12 0.13812 0 27 0 228 8605.0 5.539 1553.474 15.8515 0.0007 24 1009.0 14.14 71.343 17.8419 0.0152 26 12760.0 30.33 420.785 14.497 0.0026 1.601 1 3.3449 1.9904 1.3545 "" "" 0 "" "" "" NOT_AVAILABLE 345.56581790382 2.54436926224 257.05532800413 -16.61848792204 110002 4155.53 3678.71 4511.21 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.887065746 2.1732 -39.3364343804 1.7493
1406 16.923505 -39.459916 1319.92 1681.95 17.822 0.018 1.319 0.025 nan nan 1.856 0.018 1.6595 0.039346 -0.034565 -0.018798 241.5 "Gaia DR2 5970177993707170688" 253.85314551098 2.8189 -39.45978007284 1.7897 1635721458409799680 5970177993707170688 1267009366 2015.5 "" "" "" "" "" "" "" 0.7613 "" "" "" "" "" "" "" "" "" 112 0 104 8 1.8109 125.95 2.361 1.7 3 0 0.0288 "" "" 0.16 12 7 7.2764 0 13 0 106 114.0 1.79 63.682 20.5464 0.017 7 112.7 12.9 8.738 20.2214 0.1243 9 277.0 12.74 21.743 18.6558 0.0499 3.419 0 1.5656 -0.325 1.8906 "" "" 0 "" "" "" NOT_AVAILABLE 345.45319231329 2.48749141045 257.04301452799 -16.74401099337 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.853145511 2.8189 -39.4597800728 1.7897
1407 16.92339 -39.414353 1331.09 1305.4 17.823 0.017 1.184 0.028 nan nan 1.412 0.02 2.3683 0.045542 -0.037007 0.026542 305.6 "Gaia DR2 5970365872743662464" 253.8500130898 0.1235 -39.41443822028 0.0878 1635721458409799680 5970365872743662464 1380803283 2015.5 0.9253 0.1309 7.0678 1.459 0.223 -1.001 0.151 0.2152 -0.3198 -0.3646 -0.2618 -0.0234 -0.2046 -0.6793 -0.0634 0.2559 0.2155 186 0 186 0 1.1268 202.58 0.133 0.32 31 0 1.9334 1.4481 0.0225 0.055 21 10 0.21294 0 23 0 204 2122.0 2.97 714.617 17.3715 0.0015 3 859.7 6.53 131.646 18.0156 0.0082 5 2082.0 30.82 67.566 16.4655 0.0161 1.386 0 1.5501 0.6441 0.906 "" "" 0 "" "" "" NOT_AVAILABLE 345.487033069 2.51780185602 257.03503636547 -16.69925214478 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.850004957 3.4527 -39.4144339094 2.3383
1408 16.930271 -39.26131 662.964 40.577 17.823 0.029 1.338 0.056 nan nan 1.527 0.029 0.9897 0.184821 0.043225 0.179695 13.5 "Gaia DR2 5970368789027392512" 253.95374135632 0.1107 -39.26128205 0.0889 1635721458409799680 5970368789027392512 1459035969 2015.5 1.0651 0.1192 8.9369 4.971 0.212 -2.804 0.156 0.3593 -0.0728 -0.388 -0.3043 -0.3071 -0.2583 -0.763 -0.1366 0.4255 0.2911 211 0 211 0 0.5225 216.1 0.0 0.0 31 0 2.0855 1.4431 0.0218 0.126 24 11 0.21016 0 25 0 218 2170.0 1.994 1088.289 17.3472 0.001 22 804.0 10.07 79.813 18.0882 0.0136 20 1975.0 11.63 169.798 16.523 0.0064 1.281 0 1.5652 0.741 0.8241 "" "" 0 "" "" "" NOT_AVAILABLE 345.65683699249 2.55120800649 257.09980517446 -16.53787961031 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.953713713 3.2863 -39.2612699757 2.4156
1409 16.92442 -39.468668 1231.04 1754.28 17.825 0.019 1.338 0.031 nan nan 1.485 0.021 1.0139 0.037108 -0.024679 -0.027712 221.7 "Gaia DR2 5970177787552288896" 253.86594648927 0.169 -39.46869791241 0.1232 1635721458409799680 5970177787552288896 1200869157 2015.5 0.5246 0.1541 3.4043 1.77 0.33 -1.154 0.201 0.4578 -0.0363 -0.5495 -0.4622 0.1777 -0.4968 -0.7638 -0.2413 0.0252 0.4653 160 0 158 2 2.5574 201.44 0.345 2.0 31 0 1.5797 1.4533 0.028 0.077 19 10 0.33756 0 21 0 175 2069.0 3.873 534.227 17.399 0.002 14 884.8 31.34 28.233 17.9843 0.0385 15 2068.0 19.53 105.887 16.473 0.0103 1.427 0 1.5113 0.5853 0.9261 "" "" 0 "" "" "" NOT_AVAILABLE 345.45243845971 2.47420130131 257.05434131155 -16.75172795308 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.865936618 5.1149 -39.4686929433 3.1162
1410 16.930569 -39.35004 634.081 773.884 17.825 0.033 0.467 0.067 nan nan 1.39 0.034 0.9937 0.102572 0.047043 0.091149 27.3 "Gaia DR2 5970180330168812544" 253.95874953333 0.1435 -39.34982590236 0.1092 1635721458409799680 5970180330168812544 544499194 2015.5 0.6606 0.1495 4.4192 1.389 0.292 -2.527 0.202 0.3715 -0.2968 -0.1525 -0.1973 -0.4287 -0.0623 -0.7314 -0.0966 0.4615 0.3207 178 0 178 0 0.5762 183.25 0.0 0.0 31 0 1.7027 1.5024 0.0258 0.142 20 10 0.27314 0 20 0 178 1882.0 2.427 775.427 17.5019 0.0014 14 949.7 21.93 43.309 17.9075 0.0251 13 1874.0 34.91 53.699 16.5798 0.0202 1.501 0 1.3277 0.4056 0.9222 "" "" 0 "" "" "" NOT_AVAILABLE 345.59014403884 2.49276406968 257.11441889133 -16.62539454249 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.958741801 4.5262 -39.3498150228 3.1311
1411 16.918238 -39.505823 1831.31 2061.35 17.827 0.014 2.223 0.024 nan nan 2.91 0.015 4.3590 0.116967 -0.097135 -0.065161 236.1 "Gaia DR2 5969989869835645056" 253.77201994919 0.098 -39.50608386219 0.0751 1635721458409799680 5969989869835645056 905222173 2015.5 0.2796 0.0985 2.8384 -2.049 0.198 -5.212 0.123 -0.1701 -0.3083 -0.5251 0.1087 0.1052 0.1463 -0.7739 0.0618 0.0531 -0.193 196 0 194 2 5.1371 306.58 0.351 5.9 31 0 3.4421 1.3498 0.0187 0.04 22 11 0.19115 0 24 0 210 5517.0 3.38 1632.274 16.3341 0.0007 21 980.3 13.29 73.768 17.873 0.0147 23 7364.0 18.66 394.583 15.0941 0.0028 1.513 1 2.7789 1.5389 1.24 "" "" 0 "" "" "" NOT_AVAILABLE 345.37778297568 2.50720846734 256.98366039577 -16.79725500368 100002 4078.05 3673.84 4578.45 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.772031381 3.0684 -39.5060614218 1.9107
1412 16.924234 -39.546834 1249.16 2400.28 17.829 0.022 nan nan nan nan 3.37 0.022 0.0594 0.109154 -0.02653 -0.105881 194.1 "Gaia DR2 5969801445353608704" 253.86350916827 0.1096 -39.54686624535 0.0806 1635721458409799680 5969801445353608704 971666302 2015.5 0.5209 0.1142 4.5595 -0.84 0.205 -3.723 0.132 -0.331 -0.4594 -0.5286 0.2163 0.2395 0.2262 -0.7633 0.1587 -0.0676 -0.2753 176 0 176 0 9.4324 410.28 0.417 11.0 31 0 3.4604 1.2546 0.0189 -0.016 20 10 0.20405 0 22 0 192 7699.0 5.618 1370.337 15.9723 0.0008 19 1027.0 17.38 59.073 17.8226 0.0184 18 11090.0 33.6 330.077 14.6497 0.0033 1.574 0 3.1729 1.8503 1.3226 "" "" 0 "" "" "" NOT_AVAILABLE 345.39029778206 2.42666794816 257.06181805052 -16.82959057461 100001 3973.53 3675.71 4464.06 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.863513858 3.182 -39.5468502156 2.0489
1413 16.924367 -39.436561 1236.22 1488.93 17.831 0.021 2.467 0.072 nan nan 3.643 0.022 1.4026 0.025821 -0.025445 0.004389 279.8 "Gaia DR2 5970178131149716096" 253.86496896039 0.1147 -39.43659688623 0.0859 1635721458409799680 5970178131149716096 804909977 2015.5 0.0189 0.1163 0.1624 -5.8 0.214 -3.413 0.133 0.3825 -0.0156 -0.6105 -0.3962 0.2161 -0.433 -0.7828 -0.334 -0.0029 0.3206 197 0 196 1 13.3441 587.12 0.485 18.0 31 0 3.0246 1.2092 0.0188 0.093 23 11 0.22112 0 25 0 210 9433.0 7.282 1295.471 15.7517 0.0008 22 1105.0 9.826 112.487 17.7427 0.0097 23 14310.0 66.25 216.004 14.3728 0.005 1.634 0 3.3698 1.991 1.3788 "" "" 0 "" "" "" NOT_AVAILABLE 345.47700087339 2.49491041057 257.04968911554 -16.71992862414 100001 4279.66 3655.3 4732.86 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.865001295 3.3245 -39.4365821908 2.0607
1414 16.935772 -39.553501 128.892 2455.38 17.831 0.027 1.241 0.064 nan nan 1.444 0.028 5.3964 0.15382 0.105644 -0.111803 136.6 "Gaia DR2 5970173075958660352" 254.03492933695 0.3068 -39.55271330314 0.2224 1635721458409799680 5970173075958660352 1047862721 2015.5 -0.1662 0.3095 -0.5371 -3.269 0.524 -6.136 0.334 0.5344 -0.0467 -0.611 -0.5341 0.0723 -0.5029 -0.8153 -0.3843 0.1763 0.3592 182 0 180 2 0.991 193.49 0.306 0.53 31 0 0.5529 1.32 0.043 0.133 21 10 0.55338 0 21 0 179 762.5 1.558 489.347 18.4828 0.0022 16 112.9 18.01 6.27 20.2197 0.1732 18 1234.0 18.41 67.002 17.034 0.0162 1.766 0 3.1857 1.7369 1.4488 "" "" 0 "" "" "" NOT_AVAILABLE 345.46856153241 2.31994264972 257.19969360916 -16.82021183722 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.034947594 8.1244 -39.552686885 5.1868
1415 16.91933 -39.504838 1725.27 2053.21 17.832 0.015 1.155 0.025 nan nan 1.495 0.017 3.8532 0.105924 -0.084308 -0.064126 232.7 "Gaia DR2 5969802201255837824" 253.78864634796 0.3248 -39.50506518398 0.2837 1635721458409799680 5969802201255837824 843022256 2015.5 0.4365 0.2011 2.1706 9.988 0.638 -3.22 0.463 -0.7228 0.5155 -0.9131 0.7255 -0.565 0.7328 -0.9718 -0.6065 0.6202 -0.7452 150 0 149 1 0.6286 154.23 0.0 1.7e-15 31 0 2.117 1.4727 0.0344 -0.008 17 8 0.76747 0 21 0 168 2231.0 2.95 756.091 17.3173 0.0014 18 892.9 14.88 60.023 17.9744 0.0181 19 2187.0 17.28 126.571 16.4123 0.0086 1.381 0 1.5621 0.6571 0.905 "" "" 0 "" "" "" NOT_AVAILABLE 345.38663538033 2.49786033636 256.9968463056 -16.79475437707 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.788590613 9.8879 -39.5050513209 7.1863
1416 16.92125 -39.338607 1538.85 679.394 17.835 0.013 2.179 0.034 nan nan 2.898 0.014 3.1747 0.118852 -0.060343 0.102394 329.5 "Gaia DR2 5970367453291824640" 253.81989239917 0.4308 -39.33857026422 0.2962 1635721458409799680 5970367453291824640 677692457 2015.5 -0.728 0.5309 -1.3713 0.674 1.133 -2.211 0.683 0.0643 -0.2221 0.1256 0.0689 -0.108 -0.0985 -0.4856 0.1047 0.4195 0.5257 172 0 170 2 2.2406 208.36 1.143 2.1 31 0 0.1317 1.3204 0.091 0.07 20 9 1.0614 0 22 0 188 311.2 1.136 273.888 19.4557 0.004 19 126.9 11.38 11.153 20.0923 0.0974 22 449.1 13.21 33.993 18.1311 0.0319 1.851 0 1.9612 0.6366 1.3246 "" "" 0 "" "" "" NOT_AVAILABLE 345.53157803434 2.58351125912 257.00174109405 -16.6265842573 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.819888648 17.5617 -39.3385607452 10.5848
1417 16.928193 -39.563091 864.787 2534.64 17.835 0.018 1.448 0.024 nan nan 1.728 0.019 2.7667 0.123612 0.020027 -0.121979 170.7 "Gaia DR2 5969798352976856960" 253.92389233844 0.1572 -39.56296688756 0.1105 1635721458409799680 5969798352976856960 1029886552 2015.5 0.8914 0.1473 6.0498 2.051 0.267 2.389 0.176 0.2748 -0.2514 -0.5596 -0.3079 0.0157 -0.2613 -0.806 -0.1451 0.1607 0.1943 135 0 134 1 -0.3972 122.08 0.0 0.0 31 0 2.5993 1.3698 0.0252 0.053 16 10 0.26705 0 19 0 153 2507.0 2.738 915.644 17.1904 0.0012 14 889.9 15.29 58.195 17.978 0.0187 15 2586.0 14.65 176.439 16.2305 0.0062 1.386 0 1.7475 0.7876 0.96 "" "" 0 "" "" "" NOT_AVAILABLE 345.40693646766 2.38029596312 257.11207398425 -16.84021626521 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.923880886 4.1372 -39.5629771752 2.7305
1418 16.934824 -39.384078 221.017 1055.19 17.835 0.017 1.469 0.025 nan nan 1.833 0.019 2.4810 0.112176 0.096839 0.056618 59.7 "Gaia DR2 5970179058848629504" 254.02320631685 0.2189 -39.38430474464 0.1672 1635721458409799680 5970179058848629504 945171369 2015.5 -0.2648 0.2327 -1.1376 0.181 0.41 -1.739 0.276 0.4396 0.0834 -0.5156 -0.41 -0.1558 -0.3772 -0.7716 -0.3109 0.288 0.3023 229 0 228 1 2.4523 278.13 0.205 0.27 31 0 0.5661 1.2557 0.0416 0.128 26 11 0.41049 0 27 0 235 785.9 1.811 434.052 18.4499 0.0025 8 153.6 7.25 21.194 19.8851 0.0512 8 1202.0 11.77 102.17 17.0621 0.0106 1.725 0 2.823 1.4352 1.3878 "" "" 0 "" "" "" NOT_AVAILABLE 345.59442738369 2.4323186525 257.17020645824 -16.65394109291 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 254.02320531 6.3511 -39.3842972574 4.2748
1419 16.925844 -39.416404 1092.79 1322.35 17.835 0.019 1.238 0.03 nan nan 1.559 0.025 0.9463 0.025963 -0.008173 0.024643 341.7 "Gaia DR2 5970178543452808960" 253.88733513942 0.1725 -39.416347037 0.1443 1635721458409799680 5970178543452808960 609494008 2015.5 0.8839 0.1956 4.5182 1.128 0.318 -0.808 0.244 0.3283 0.0435 -0.6338 -0.2875 -0.3639 -0.1584 -0.8725 -0.3988 0.4853 0.1089 150 0 149 1 0.2674 147.91 0.133 0.29 31 0 1.9386 1.4747 0.0283 0.1 17 9 0.31688 0 20 0 160 2137.0 10.24 208.756 17.3637 0.0052 17 886.9 19.35 45.832 17.9817 0.0237 16 2463.0 32.15 76.608 16.2834 0.0142 1.567 0 1.6983 0.6179 1.0803 "" "" 0 "" "" "" NOT_AVAILABLE 345.50363322031 2.49413787715 257.06516833704 -16.69782127281 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.887328855 4.9368 -39.4163435563 3.7896
1420 16.922085 -39.399041 1457.77 1178.85 17.837 0.018 1.374 0.03 nan nan 1.945 0.02 2.7393 0.065626 -0.050889 0.041437 309.2 "Gaia DR2 5970365941466628992" 253.83205875407 2.7204 -39.39953443719 1.1176 1635721458409799680 5970365941466628992 1677542419 2015.5 -4.3761 2.7961 -1.5651 4.17 3.157 -2.347 1.852 -0.0178 -0.8332 -0.4809 -0.1549 -0.0215 0.2539 -0.7369 0.3763 0.3098 -0.0029 104 0 104 0 -1.8228 74.95 0.0 0.0 31 0 0.027 1.5172 0.2989 0.191 13 7 3.6773 0 13 0 107 88.51 1.118 79.186 20.8209 0.0137 8 71.4 20.72 3.446 20.7172 0.3151 13 146.5 19.11 7.666 19.3473 0.1416 2.462 0 1.3698 -0.1037 1.4735 "" "" 0 "" "" "" NOT_AVAILABLE 345.489948197 2.53795348992 257.01885231786 -16.68605151944 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.832035518 49.0129 -39.399524331 28.731
1421 16.933202 -39.550541 378.408 2430.92 17.841 0.016 1.235 0.029 nan nan 1.509 0.018 1.5957 0.134216 0.076952 -0.109964 145.0 "Gaia DR2 5970173492581581696" 253.99771558355 2.6571 -39.55091208593 1.5198 1635721458409799680 5970173492581581696 113559763 2015.5 "" "" "" "" "" "" "" 0.7198 "" "" "" "" "" "" "" "" "" 124 0 124 0 0.7849 130.81 0.0 0.0 3 0 0.0293 "" "" 0.282 14 7 5.1939 0 14 0 123 98.77 0.9969 99.08 20.7018 0.011 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 345.45200535584 2.34345680472 257.16969898584 -16.82170583941 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.997715584 2.6571 -39.5509120859 1.5198
1422 16.928411 -39.445235 843.573 1560.62 17.841 0.021 1.226 0.03 nan nan 1.733 0.023 1.2160 0.022483 0.02211 -0.004079 100.5 "Gaia DR2 5970177512674365696" 253.92654559052 0.1598 -39.4450658626 0.0986 1635721458409799680 5970177512674365696 878218835 2015.5 0.6673 0.1327 5.0277 0.993 0.259 -1.081 0.168 0.5677 -0.3338 -0.5116 -0.5134 -0.088 -0.4501 -0.7934 -0.1526 0.1757 0.4879 178 0 177 1 0.4123 179.07 0.046 0.044 31 0 2.4232 1.4687 0.0206 0.121 20 10 0.27666 0 23 1 194 2634.0 4.387 600.38 17.137 0.0018 17 932.5 12.88 72.424 17.9273 0.015 17 2616.0 13.33 196.308 16.2177 0.0055 1.348 0 1.7096 0.7903 0.9193 "" "" 0 "" "" "" NOT_AVAILABLE 345.50021589508 2.452540406 257.10003134446 -16.72286249643 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.926540057 4.0229 -39.4450612098 2.6121
1423 16.917793 -39.503656 1874.44 2043.44 17.842 0.014 1.212 0.019 nan nan 1.684 0.021 2.0544 0.118517 -0.100534 -0.062763 238.0 "Gaia DR2 5969989869835651456" 253.76761943137 0.1666 -39.50368117426 0.1188 1635721458409799680 5969989869835651456 857379465 2015.5 0.2107 0.1376 1.5313 -2.679 0.33 -2.535 0.185 0.2447 -0.1322 -0.6614 -0.2413 0.2442 -0.2295 -0.8125 -0.0279 -0.0734 0.1907 168 0 167 1 2.2373 204.92 0.342 2.5 31 0 1.8965 1.2902 0.0277 0.077 19 10 0.32279 0 22 0 186 2491.0 3.045 818.258 17.1974 0.0013 17 463.3 16.5 28.086 18.6867 0.0387 19 3379.0 22.32 151.406 15.9399 0.0072 1.542 0 2.7467 1.4893 1.2574 "" "" 0 "" "" "" NOT_AVAILABLE 345.3775219814 2.51135973778 256.97984631677 -16.7952628758 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.767634382 5.114 -39.5036702588 2.8722
