ID         alpha     delta           x         y         v          ev         bv         ebv        ub         eub        vi         evi
2644       252.012104   -43.559532  3219.440  1040.490     16.720      0.010      1.202      0.017      0.618      0.059      1.415      0.010
2643       252.371700   -43.656276  1060.910   239.868     16.720      0.009      1.228      0.015      0.745      0.052      1.634      0.010
2647       252.175478   -43.487660  2238.760  1635.290     16.722      0.010      1.445      0.017      1.188      0.093      1.687      0.010
2646       252.154104   -43.305094  2367.060  3146.160     16.722      0.010      1.196      0.017      0.636      0.068      1.416      0.010
2649       251.961470   -43.652526  3523.380   270.901     16.722      0.010      1.122      0.019      0.446      0.050      1.419      0.011
2648       251.874245   -43.389542  4046.960  2447.290     16.722      0.010      1.910      0.020 nan       nan       2.143      0.010
2653       252.264366   -43.237320  1705.200  3707.040     16.723      0.011      1.046      0.017      0.642      0.049      1.302      0.012
2650       252.058417   -43.247391  2941.440  3623.690     16.723      0.009      1.351      0.017 nan       nan       1.613      0.010
2652       252.534096   -43.314283    86.104  3070.110     16.723      0.011      1.150      0.016      0.524      0.044      1.386      0.012
2651       251.872677   -43.591776  4056.370   773.653     16.723      0.010      1.095      0.018      0.750      0.057      1.423      0.011
2655       252.436357   -43.570719   672.793   947.916     16.724      0.010      1.223      0.017      0.787      0.049      1.456      0.010
2654       252.514656   -43.327128   202.794  2963.810     16.724      0.009      1.130      0.013      0.496      0.038      1.354      0.010
2656       251.907333   -43.573544  3848.340   924.533     16.724      0.010      2.059      0.023 nan       nan       2.452      0.010
2658       252.181974   -43.432462  2199.770  2092.090     16.725      0.010      1.257      0.015      0.643      0.064      1.550      0.011
2660       252.097854   -43.481026  2704.710  1690.190     16.725      0.011      1.124      0.017      0.416      0.050      1.478      0.012
2659       252.258490   -43.575439  1740.470   908.851     16.725      0.012      1.059      0.017      0.590      0.047      1.365      0.012
2657       252.287950   -43.626624  1563.630   485.260     16.725      0.009      1.167      0.015      0.742      0.062      1.454      0.010
2661       252.366157   -43.631951  1094.180   441.170     16.725      0.010      1.154      0.017      0.604      0.049      1.504      0.013
2662       252.034334   -43.471160  3086.000  1771.840     16.726      0.009      1.443      0.017 nan       nan       1.746      0.009
2664       252.170156   -43.269206  2270.710  3443.160     16.727      0.012      2.240      0.025 nan       nan       2.599      0.011
2663       252.404939   -43.375880   861.386  2560.350     16.727      0.010      1.082      0.015      0.467      0.044      1.318      0.011
2666       252.230636   -43.341921  1907.670  2841.390     16.728      0.015      1.448      0.026 nan       nan       1.840      0.018
2665       252.379580   -43.301283  1013.610  3177.700     16.728      0.012      1.135      0.018      0.604      0.052      1.411      0.012
2667       252.477281   -43.494469   427.140  1578.940     16.729      0.011      1.219      0.016      0.760      0.053      1.376      0.011
2668       252.399572   -43.230182   893.601  3766.110     16.729      0.015      2.463      0.030 nan       nan       3.124      0.015
2669       252.190355   -43.309661  2149.460  3108.360     16.730      0.009      1.081      0.015      0.563      0.047      1.316      0.009
2670       252.337307   -43.254747  1267.360  3562.820     16.730      0.010      1.367      0.017      0.723      0.059      1.564      0.011
2671       252.109099   -43.479118  2637.210  1705.980     16.731      0.009      1.054      0.014      0.520      0.044      1.358      0.009
2672       252.263446   -43.272985  1710.720  3411.880     16.731      0.010      1.187      0.017      0.643      0.053      1.341      0.011
2674       252.381307   -43.552128  1003.240  1101.770     16.731      0.009      1.113      0.015      0.491      0.042      1.368      0.013
2673       251.882584   -43.401765  3996.900  2346.130     16.731      0.010      0.989      0.020      0.546      0.064      1.239      0.011
2677       252.314605   -43.389277  1403.630  2449.480     16.732      0.011      2.707      0.035 nan       nan       3.441      0.011
2675       252.366852   -43.539779  1090.010  1203.960     16.732      0.010      1.180      0.016      0.756      0.066      1.496      0.011
2678       252.482221   -43.241752   397.487  3670.360     16.732      0.012      2.764      0.029 nan       nan       3.412      0.012
2676       252.520517   -43.276395   167.612  3383.660     16.732      0.011      1.479      0.019 nan       nan       1.682      0.011
2679       252.400440   -43.479862   888.394  1699.820     16.733      0.009      1.977      0.020 nan       nan       2.303      0.009
2680       251.886784   -43.604119  3971.690   671.504     16.733      0.012      1.086      0.018      0.549      0.044      1.484      0.014
2682       252.299507   -43.608550  1494.260   634.835     16.734      0.012      1.188      0.017      0.651      0.056      1.542      0.012
2681       252.494241   -43.585282   325.336   827.392     16.734      0.010      1.804      0.018 nan       nan       2.493      0.010
2683       252.358691   -43.374652  1139.000  2570.510     16.735      0.010      1.162      0.015      0.568      0.044      1.480      0.010
2687       252.062641   -43.478253  2916.080  1713.140     16.735      0.012      1.194      0.018      0.461      0.052      1.531      0.015
2686       252.373617   -43.243200  1049.400  3658.380     16.735      0.012      1.151      0.019      0.788      0.047      1.353      0.013
2684       252.540935   -43.486474    45.052  1645.100     16.735      0.009      1.141      0.017      0.698      0.051      1.505      0.010
2685       252.539621   -43.349526    52.939  2778.450     16.735      0.010      1.692      0.017 nan       nan       2.170      0.010
2688       252.462907   -43.483342   513.425  1671.020     16.736      0.009      1.129      0.015      0.750      0.059      1.267      0.010
2689       251.943789   -43.583597  3629.510   841.338     16.737      0.010      1.124      0.016      0.509      0.051      1.369      0.010
2690       252.337347   -43.653298  1267.120   264.513     16.738      0.010      1.202      0.017      0.542      0.047      1.529      0.010
2691       251.929675   -43.674353  3714.230    90.263     16.738      0.013      1.129      0.022      0.505      0.067      1.459      0.014
2692       252.151444   -43.296117  2383.030  3220.450     16.739      0.009      1.129      0.015      0.556      0.055      1.329      0.009
2693       251.949623   -43.534410  3594.490  1248.400     16.739      0.011      1.081      0.015      0.475      0.056      1.373      0.011
2694       251.958536   -43.222046  3540.990  3833.440     16.739      0.012      2.227      0.027 nan       nan       2.489      0.012
2698       252.111755   -43.382600  2621.270  2504.740     16.740      0.012      1.394      0.020      1.200      0.085      1.707      0.012
2695       252.103085   -43.465877  2673.310  1815.560     16.740      0.009      1.048      0.014      0.496      0.043      1.340      0.009
2697       252.360538   -43.561675  1127.910  1022.760     16.740      0.010      1.040      0.016      0.524      0.039      1.321      0.011
2696       251.931010   -43.629307  3706.220   463.051     16.740      0.009      1.122      0.016      0.620      0.051      1.385      0.010
2701       252.104286   -43.354595  2666.100  2736.500     16.741      0.012      3.269      0.049 nan       nan       4.365      0.012
2702       252.405124   -43.233465   860.275  3738.940     16.741      0.013      1.166      0.018      0.403      0.053      1.312      0.013
2700       252.495337   -43.468582   318.761  1793.170     16.741      0.011      1.243      0.016      0.514      0.048      1.549      0.011
2699       252.518349   -43.344161   180.623  2822.850     16.741      0.009      1.083      0.015      0.679      0.058      1.370      0.009
2703       252.134218   -43.465366  2486.430  1819.790     16.743      0.010      1.067      0.014      0.432      0.040      1.388      0.010
2704       252.484155   -43.576534   385.883   899.787     16.743      0.012      4.110      0.068 nan       nan       1.617      0.012
2705       251.921039   -43.673737  3766.070    95.362     16.743      0.014      2.234      0.029 nan       nan       2.749      0.014
2706       252.062528   -43.386064  2916.760  2476.070     16.744      0.011      2.679      0.035 nan       nan       3.259      0.010
2707       251.907807   -43.388493  3845.500  2455.970     16.744      0.010      1.690      0.017 nan       nan       1.964      0.011
2710       252.470868   -43.433749   465.636  2081.440     16.745      0.011      1.233      0.018      0.712      0.059      1.510      0.011
2708       252.392834   -43.665366   934.046   164.637     16.745      0.009      1.028      0.015      0.681      0.040      1.319      0.010
2709       252.539906   -43.521786    51.227  1352.870     16.745      0.010      1.470      0.017 nan       nan       1.760      0.010
2711       251.933080   -43.649646  3693.790   294.736     16.745      0.012      1.633      0.023 nan       nan       2.035      0.012
2714       252.247968   -43.469461  1803.630  1785.900     16.746      0.010      1.127      0.016      0.610      0.052      1.398      0.011
2712       252.364873   -43.376128  1101.890  2558.300     16.746      0.010      1.153      0.015      0.509      0.055      1.382      0.010
2713       251.874165   -43.503059  4047.440  1507.850     16.746      0.010      1.171      0.017      0.656      0.049      1.423      0.011
2716       252.150020   -43.554212  2391.580  1084.520     16.748      0.010      1.151      0.014      0.568      0.046      1.365      0.010
2715       252.381635   -43.499091  1001.270  1540.690     16.748      0.009      1.434      0.015      0.976      0.076      1.659      0.009
2717       252.021846   -43.395463  3160.960  2398.290     16.748      0.010      1.095      0.016      0.543      0.056      1.399      0.011
2718       251.869209   -43.551288  4077.190  1108.720     16.748      0.011      1.121      0.017      0.654      0.057      1.481      0.012
2719       251.918029   -43.574771  3784.140   914.382     16.749      0.009      1.087      0.015      0.565      0.062      2.044      0.023
2720       251.910699   -43.610031  3828.140   622.580     16.750      0.010      1.025      0.016      0.534      0.048      1.274      0.011
2721       251.886549   -43.644673  3973.100   335.885     16.750      0.013      1.273      0.020      0.842      0.084      1.614      0.013
2722       252.203721   -43.269591  2069.230  3439.970     16.751      0.011      1.136      0.017      0.466      0.046      1.377      0.015
2723       252.251086   -43.286474  1784.910  3300.250     16.752      0.010      1.037      0.015      0.481      0.043      1.245      0.011
2725       252.052344   -43.482709  2977.890  1676.260     16.752      0.011      1.369      0.017      0.760      0.061      1.779      0.012
2724       252.204672   -43.233564  2063.520  3738.120     16.752      0.010      1.213      0.017      0.628      0.064      1.424      0.011
2726       252.007609   -43.683500  3246.420    14.568     16.753      0.012      1.606      0.022      0.605      0.081      2.242      0.012
2727       251.994543   -43.244342  3324.850  3648.930     16.756      0.012      1.148      0.020      0.786      0.064      1.593      0.012
2729       252.447525   -43.283173   605.758  3327.570     16.757      0.025      1.122      0.038 nan       nan       1.409      0.031
2728       252.478114   -43.229097   422.144  3775.090     16.757      0.015      3.205      0.055 nan       nan       4.010      0.015
2731       252.231600   -43.427268  1901.880  2135.080     16.758      0.011      1.077      0.016      0.450      0.046      1.365      0.011
2730       252.200212   -43.500008  2090.290  1533.100     16.758      0.010      1.079      0.015      0.444      0.037      1.341      0.010
2732       252.150131   -43.413241  2390.910  2251.160     16.759      0.010      1.371      0.017      0.909      0.073      1.754      0.011
2733       252.185977   -43.373972  2175.740  2576.140     16.760      0.011      1.094      0.016      0.483      0.048      1.337      0.011
2734       252.019482   -43.332373  3175.150  2920.400     16.760      0.011      1.186      0.016      0.611      0.049      1.554      0.011
2735       251.930315   -43.493786  3710.390  1584.590     16.760      0.015      1.411      0.026      0.896      0.084      1.840      0.016
2736       252.021175   -43.524081  3164.990  1333.880     16.761      0.010      1.270      0.017      0.715      0.057      1.470      0.011
2737       252.369586   -43.260147  1073.600  3518.130     16.762      0.014      1.121      0.020      0.646      0.047      1.446      0.014
2738       251.875149   -43.481462  4041.530  1686.580     16.763      0.012      2.672      0.031 nan       nan       3.001      0.011
2739       252.267261   -43.272097  1687.820  3419.230     16.764      0.011      1.112      0.018      0.509      0.047      1.335      0.011
2740       252.381387   -43.530760  1002.760  1278.600     16.764      0.011      1.230      0.019      0.849      0.068      1.450      0.014
2741       252.293953   -43.320147  1527.600  3021.580     16.765      0.010      1.157      0.017      0.686      0.047      1.436      0.012
2742       251.942215   -43.607768  3638.960   641.305     16.766      0.022      1.260      0.034 nan       nan       1.577      0.025
2743       252.322078   -43.200986  1358.770  4007.730     16.767      0.012      2.211      0.025 nan       nan       2.572      0.012
2744       252.217378   -43.277611  1987.250  3373.600     16.768      0.010      1.107      0.016      0.527      0.057      1.268      0.011
2745       252.030777   -43.408956  3107.350  2286.620     16.768      0.010      1.135      0.017 nan       nan       1.515      0.011
2747       252.010395   -43.445117  3229.700  1987.360     16.769      0.012      1.531      0.019 nan       nan       1.872      0.012
2746       251.992133   -43.373495  3339.320  2580.090     16.769      0.010      2.221      0.023 nan       nan       2.612      0.010
2748       251.912528   -43.673900  3817.160    94.013     16.769      0.015      1.119      0.022      0.571      0.067      1.416      0.015
2749       252.385813   -43.392275   976.192  2424.670     16.770      0.010      1.095      0.015      0.478      0.041      1.325      0.011
2750       252.470179   -43.364387   469.776  2655.460     16.771      0.008      1.117      0.016      0.562      0.051      1.379      0.011
2751       251.941432   -43.419312  3643.660  2200.920     16.771      0.010      1.369      0.017      1.034      0.075      1.604      0.011
2753       251.913871   -43.309806  3809.100  3107.160     16.771      0.012      2.414      0.037 nan       nan       2.967      0.012
2752       251.946068   -43.614087  3615.830   589.006     16.771      0.011      1.457      0.018      0.730      0.076      1.825      0.011
2754       251.912886   -43.666821  3815.010   152.599     16.771      0.014      1.155      0.022      0.587      0.065      1.406      0.014
2756       252.128777   -43.381964  2519.090  2510.000     16.773      0.012      1.143      0.018      0.518      0.055      1.371      0.012
2755       252.356746   -43.341693  1150.670  2843.270     16.773      0.011      1.174      0.018      0.701      0.044      1.337      0.012
2757       252.012938   -43.348906  3214.430  2783.580     16.775      0.011      1.238      0.017 nan       nan       1.529      0.012
2758       252.157361   -43.386416  2347.510  2473.160     16.776      0.009      2.084      0.022 nan       nan       2.469      0.009
2761       252.205593   -43.341942  2057.990  2841.210     16.776      0.012      1.137      0.016      0.429      0.083      1.262      0.012
2759       252.302635   -43.589590  1475.480   791.742     16.776      0.010      1.318      0.017      0.787      0.094      1.735      0.010
2760       251.995240   -43.381886  3320.670  2510.650     16.776      0.011      1.175      0.019      1.037      0.064      1.486      0.011
2762       252.290462   -43.600871  1548.550   698.385     16.777      0.009      1.193      0.017      0.570      0.056      1.586      0.010
2763       251.884557   -43.510646  3985.060  1445.060     16.777      0.010      1.062      0.015      0.574      0.053      1.335      0.011
2764       252.469132   -43.462348   476.061  1844.760     16.778      0.010      1.090      0.016      0.651      0.047      1.314      0.012
2765       252.211584   -43.438879  2022.030  2038.990     16.780      0.011      1.073      0.017      0.623      0.057      1.324      0.012
2766       252.205563   -43.197704  2058.170  4034.890     16.781      0.015      1.196      0.022      0.789      0.074      1.476      0.015
2767       252.015612   -43.541303  3198.380  1191.350     16.782      0.012      1.536      0.021 nan       nan       1.853      0.014
2769       252.172545   -43.597873  2256.370   723.193     16.784      0.010      1.160      0.015      0.948      0.064      1.510      0.010
2768       251.937319   -43.313729  3668.350  3074.700     16.784      0.009      1.197      0.017      0.568      0.057      1.447      0.010
2770       251.882789   -43.388956  3995.670  2452.140     16.784      0.011      1.180      0.017      0.755      0.059      1.410      0.012
2771       251.950923   -43.650518  3586.690   287.514     16.784      0.012      1.479      0.021      0.682      0.075      1.836      0.012
2772       252.141620   -43.615852  2442.000   574.404     16.785      0.009      1.260      0.015      0.918      0.060      1.497      0.009
2775       252.241246   -43.444214  1843.980  1994.840     16.786      0.011      1.173      0.016      0.545      0.052      1.469      0.012
2773       252.319999   -43.264985  1371.250  3478.090     16.786      0.008      1.230      0.016      0.843      0.084      1.485      0.009
2774       252.445292   -43.561953   619.159  1020.460     16.786      0.010      1.114      0.016      0.738      0.061      1.425      0.010
2776       252.012289   -43.467049  3218.330  1805.860     16.787      0.012      1.171      0.017      0.696      0.053      1.571      0.013
2777       252.168956   -43.443248  2277.910  2002.830     16.788      0.022      1.349      0.034      0.929      0.078      1.633      0.024
2778       251.888935   -43.481561  3958.780  1685.760     16.789      0.010      1.084      0.015      0.502      0.047      1.478      0.012
2780       252.262436   -43.365405  1716.780  2647.040     16.790      0.010      1.310      0.016      0.681      0.051      1.624      0.011
2782       252.272272   -43.337471  1657.740  2878.210     16.790      0.011      1.113      0.016      0.441      0.037      1.359      0.012
2781       252.254288   -43.323487  1765.690  2993.940     16.790      0.012      2.202      0.022 nan       nan       2.779      0.011
2779       252.340530   -43.523525  1248.010  1338.480     16.790      0.007      1.423      0.015      1.095      0.093      1.647      0.008
2784       252.433710   -43.443898   688.687  1997.450     16.790      0.011      1.126      0.017      0.522      0.043      1.535      0.015
2783       252.546985   -43.620949     8.735   532.219     16.790      0.011      1.227      0.017      0.819      0.063      1.629      0.012
2786       252.015557   -43.371677  3198.710  2595.130     16.791      0.011      1.349      0.017      0.665      0.064      1.674      0.012
2785       252.471207   -43.437576   463.602  2049.770     16.791      0.011      2.280      0.025 nan       nan       2.780      0.011
2788       252.268144   -43.529794  1682.520  1286.600     16.792      0.010      1.022      0.014      0.535      0.043      1.357      0.011
2789       252.151677   -43.307562  2381.630  3125.730     16.792      0.011      2.322      0.026 nan       nan       2.634      0.011
2787       252.260396   -43.226359  1729.030  3797.750     16.792      0.010      1.184      0.015      0.733      0.059      1.443      0.010
2790       252.453435   -43.436665   570.284  2057.310     16.793      0.010      1.849      0.023 nan       nan       2.143      0.010
2791       251.871045   -43.598180  4066.170   720.654     16.793      0.011      1.230      0.018      0.904      0.077      1.476      0.012
2792       252.414995   -43.377439   801.026  2547.450     16.794      0.010      1.083      0.016      0.428      0.047      1.285      0.011
2793       252.411861   -43.662816   819.839   185.745     16.794      0.012      1.264      0.019      0.886      0.051      1.759      0.012
2795       251.978652   -43.514646  3420.240  1411.960     16.795      0.011      1.141      0.018      0.469      0.050      1.348      0.012
2794       251.885098   -43.520268  3981.810  1365.430     16.795      0.010      1.117      0.016      0.586      0.053      1.419      0.010
2796       251.963064   -43.560435  3513.810  1033.020     16.796      0.011      1.214      0.017      0.846      0.060      1.370      0.012
2800       252.202346   -43.337602  2077.480  2877.130     16.797      0.010      1.626      0.020      0.934      0.087      1.907      0.010
2798       252.184188   -43.677393  2186.480    65.106     16.797      0.010      1.207      0.016      0.458      0.054      1.529      0.010
2799       251.987060   -43.572638  3369.770   932.030     16.797      0.009      1.432      0.016      0.933      0.074      1.839      0.010
2797       251.951969   -43.508429  3580.410  1463.410     16.797      0.010      1.116      0.017      0.467      0.048      1.365      0.010
2801       251.884334   -43.319657  3986.400  3025.640     16.797      0.017      1.543      0.025 nan       nan       1.296      0.017
2802       252.305829   -43.595396  1456.310   743.695     16.798      0.011      1.511      0.018      1.006      0.088      1.944      0.011
2803       252.518761   -43.613715   178.152   592.092     16.799      0.012      1.394      0.017      0.957      0.070      1.875      0.011
2804       251.871065   -43.679449  4066.050    48.094     16.799      0.018      1.146      0.028      0.595      0.056      1.384      0.018
2808       252.281870   -43.393586  1600.130  2413.820     16.800      0.011      1.328      0.018      0.878      0.070      1.764      0.014
2806       252.322632   -43.523101  1355.450  1341.990     16.800      0.009      1.220      0.015      0.932      0.059      1.585      0.010
2807       251.941140   -43.531106  3645.410  1275.740     16.800      0.014      2.345      0.023 nan       nan       2.750      0.013
2805       252.541342   -43.381690    42.609  2512.270     16.800      0.009      1.025      0.015      0.410      0.041      1.233      0.010
2809       252.451346   -43.249777   582.824  3603.950     16.801      0.013      1.115      0.020      0.698      0.049      1.382      0.013
2811       252.161020   -43.299731  2325.550  3190.540     16.802      0.011      1.226      0.018      0.733      0.061      1.332      0.011
2810       252.033684   -43.503164  3089.900  1506.980     16.802      0.010      2.599      0.025 nan       nan       3.011      0.010
2812       251.871701   -43.620636  4062.230   534.815     16.802      0.013      1.127      0.021      0.571      0.049      1.295      0.013
2816       252.144803   -43.553149  2422.890  1093.320     16.803      0.010      1.197      0.017      0.655      0.069      1.394      0.011
2814       252.348967   -43.293967  1197.370  3238.240     16.803      0.010      1.229      0.017      0.632      0.050      1.331      0.011
2813       252.415784   -43.211290   796.289  3922.460     16.803      0.010      1.633      0.020 nan       nan       2.114      0.010
2815       252.426175   -43.651803   733.915   276.885     16.803      0.011      1.230      0.018      0.708      0.050      1.675      0.011
2817       252.500769   -43.255034   286.155  3560.440     16.803      0.012      1.070      0.019      0.528      0.055      1.291      0.013
2818       252.483516   -43.405677   389.716  2313.760     16.804      0.020      0.618      0.038      0.940      0.064      1.744      0.027
2819       252.410065   -43.266124   830.616  3468.660     16.805      0.011      2.327      0.028 nan       nan       2.739      0.011
2820       251.958599   -43.230046  3540.610  3767.240     16.805      0.012      2.219      0.024        -0.545      0.066      1.302      0.012
2821       252.134087   -43.290830  2487.220  3264.200     16.807      0.011      1.184      0.017      0.626      0.045      1.410      0.011
2823       252.080395   -43.272443  2809.510  3416.370     16.808      0.015      1.221      0.022      0.651      0.060      1.416      0.018
2822       252.008304   -43.411294  3242.250  2267.270     16.808      0.010      1.195      0.016 nan       nan       1.540      0.011
2824       252.370397   -43.361495  1068.730  2679.400     16.809      0.010      1.142      0.016      0.642      0.047      1.354      0.010
2825       252.222842   -43.508441  1954.450  1463.310     16.810      0.010      1.164      0.016      0.686      0.067      1.404      0.011
2826       251.917749   -43.588717  3785.820   798.968     16.810      0.010      1.217      0.015      0.627      0.078      1.557      0.011
2828       252.274459   -43.342980  1644.610  2832.620     16.811      0.014      1.108      0.021      0.505      0.075      1.420      0.014
2827       252.025893   -43.652799  3136.670   268.637     16.811      0.012      1.789      0.020 nan       nan       2.361      0.011
2830       251.981121   -43.413373  3405.420  2250.070     16.812      0.011      2.231      0.021 nan       nan       2.714      0.011
2829       252.465862   -43.582484   495.689   850.546     16.812      0.010      1.194      0.017      1.541      0.074      1.473      0.011
2831       252.051453   -43.561837  2983.240  1021.420     16.813      0.011      1.341      0.017      0.745      0.064      1.554      0.011
2832       252.355938   -43.216142  1155.520  3882.300     16.813      0.012      1.575      0.020 nan       nan       2.061      0.012
2833       252.450373   -43.330333   588.663  2937.290     16.816      0.011      1.088      0.016      1.097      0.073      1.339      0.011
2835       252.260729   -43.504318  1727.030  1497.430     16.817      0.012      2.274      0.023 nan       nan       2.747      0.012
2834       252.167923   -43.293524  2284.110  3241.910     16.817      0.009      1.200      0.015      0.723      0.067      1.397      0.010
2836       252.367552   -43.341188  1085.810  2847.450     16.818      0.011      1.201      0.017      0.939      0.077      1.523      0.017
2838       252.354544   -43.530620  1163.890  1279.760     16.819      0.010      1.215      0.016 nan       nan       1.353      0.011
2837       252.007511   -43.613707  3247.010   592.154     16.819      0.010      1.376      0.017      0.734      0.066      1.692      0.010
2839       252.033506   -43.640223  3090.970   372.712     16.820      0.010      1.224      0.017      0.537      0.050      1.539      0.010
2840       252.448326   -43.632137   600.948   439.634     16.820      0.012      2.298      0.025 nan       nan       2.739      0.012
2841       251.998945   -43.628319  3298.430   471.231     16.821      0.010      1.077      0.018      0.516      0.044      1.310      0.011
2842       252.201174   -43.474652  2084.520  1742.940     16.822      0.009      1.026      0.014      0.315      0.040      1.212      0.010
2843       252.286949   -43.650712  1569.640   285.911     16.822      0.011      1.221      0.017      0.744      0.051      1.522      0.011
2844       252.066893   -43.232070  2890.560  3750.490     16.822      0.011      2.072      0.025 nan       nan       2.366      0.011
2845       252.527439   -43.647400   126.061   313.319     16.822      0.011      1.465      0.019      1.087      0.088      2.000      0.012
2846       252.503004   -43.507611   272.734  1470.180     16.823      0.011      1.036      0.016      0.454      0.045      1.284      0.012
2850       252.035640   -43.421942  3078.160  2179.150     16.824      0.014      1.444      0.021      0.854      0.079      1.912      0.016
2847       252.026153   -43.516287  3135.110  1398.380     16.824      0.010      1.094      0.015      0.408      0.045      1.297      0.011
2848       252.476484   -43.487396   431.929  1637.470     16.824      0.011      1.713      0.020 nan       nan       1.891      0.011
2849       251.981387   -43.496244  3403.820  1564.250     16.824      0.011      1.150      0.017      0.638      0.053      1.389      0.012
2852       252.059191   -43.294649  2936.790  3232.600     16.825      0.011      1.112      0.017      0.474      0.060      1.416      0.012
2851       252.230537   -43.655573  1908.260   245.685     16.825      0.011      1.237      0.016      0.709      0.061      1.602      0.011
2853       252.388521   -43.472101   959.941  1764.050     16.826      0.008      1.086      0.014 nan       nan       1.319      0.009
2854       252.067509   -43.348506  2886.860  2786.890     16.826      0.010      1.175      0.017      0.741      0.059      1.376      0.010
2855       252.470278   -43.473239   469.177  1754.630     16.826      0.011      1.309      0.016      0.642      0.068      1.536      0.011
2857       252.286686   -43.628104  1571.220   473.008     16.827      0.011      1.161      0.017      0.979      0.078      1.296      0.012
2856       251.971570   -43.617414  3462.750   561.475     16.827      0.011      1.103      0.017      0.503      0.050      1.378      0.011
2859       252.367390   -43.524066  1086.780  1334.000     16.828      0.011      1.076      0.017      0.518      0.043      1.386      0.012
2858       251.992624   -43.387724  3336.370  2462.330     16.828      0.010      1.505      0.016      1.133      0.096      1.913      0.010
2860       251.933675   -43.615486  3690.220   577.430     16.828      0.012      1.261      0.020      0.615      0.066      1.512      0.012
2861       252.537070   -43.226354    68.248  3797.790     16.828      0.012      1.020      0.021      0.541      0.055      1.323      0.016
2862       252.275374   -43.521896  1639.120  1351.960     16.829      0.011      1.130      0.017      0.621      0.050      1.383      0.011
2864       252.051870   -43.341871  2980.740  2841.800     16.829      0.012      1.167      0.018      0.544      0.056      1.433      0.012
2863       251.902526   -43.627514  3877.200   477.892     16.829      0.011      1.345      0.019      0.944      0.093      1.722      0.011
2865       252.002625   -43.373816  3276.340  2577.430     16.830      0.010      1.488      0.017 nan       nan       1.794      0.010
2866       251.951089   -43.582610  3585.690   849.509     16.830      0.010      1.347      0.019      0.699      0.066      1.728      0.011
2867       252.540507   -43.305907    47.621  3139.430     16.831      0.011      1.233      0.016      0.774      0.097      1.575      0.012
2868       252.310898   -43.243304  1425.880  3657.520     16.832      0.011      1.315      0.016      0.499      0.047      1.522      0.011
2869       251.991918   -43.458565  3340.610  1876.070     16.832      0.011      1.171      0.017      0.796      0.082      1.615      0.012
2870       252.537332   -43.416154    66.677  2227.050     16.832      0.011      1.490      0.018 nan       nan       2.224      0.044
2872       252.379905   -43.271349  1011.660  3425.420     16.833      0.013      2.871      0.044 nan       nan       3.580      0.013
2871       252.523110   -43.595202   152.048   745.295     16.833      0.013      1.779      0.020 nan       nan       2.391      0.013
2874       252.381959   -43.517797   999.327  1385.880     16.834      0.010      1.162      0.016      0.759      0.058      1.291      0.011
2873       252.326868   -43.618835  1330.020   549.716     16.834      0.010      1.123      0.018      0.620      0.049      1.341      0.010
2875       252.378922   -43.366680  1017.560  2636.490     16.835      0.011      1.167      0.017      0.753      0.065      1.409      0.011
2876       252.135269   -43.214209  2480.120  3898.300     16.835      0.013      2.501      0.031 nan       nan       3.396      0.013
2877       252.244389   -43.272050  1825.110  3419.620     16.836      0.010      1.583      0.018 nan       nan       2.033      0.010
2879       252.369454   -43.340601  1074.390  2852.310     16.836      0.017      1.088      0.023      0.517      0.089     nan      nan
2878       252.107147   -43.651724  2648.930   277.536     16.836      0.011      1.226      0.016      1.310      0.095      1.366      0.011
2880       252.137202   -43.372198  2468.520  2590.820     16.837      0.011      1.197      0.017      0.985      0.065      1.290      0.011
2881       252.319971   -43.261748  1371.420  3504.880     16.837      0.011      1.156      0.016      0.515      0.051      1.374      0.012
2882       252.463881   -43.453687   507.580  1916.440     16.838      0.010      1.144      0.017      0.550      0.055      1.448      0.011
2883       252.328464   -43.599265  1320.440   711.676     16.839      0.009      1.157      0.018      0.687      0.066      1.379      0.010
2884       252.463644   -43.549399   508.999  1124.350     16.840      0.009      1.705      0.016      0.491      0.064      2.192      0.009
2885       251.913772   -43.588782  3809.690   798.431     16.840      0.009      1.224      0.016      0.906      0.079      1.525      0.009
2886       251.913884   -43.621790  3809.020   525.262     16.840      0.012      1.454      0.019 nan       nan       1.762      0.012
2890       252.096503   -43.380495  2712.820  2522.160     16.841      0.014      1.310      0.022      0.834      0.079      1.616      0.014
2888       252.211989   -43.253436  2019.600  3573.670     16.841      0.010      1.137      0.018      0.577      0.059      1.325      0.011
2889       252.459157   -43.421302   535.935  2184.450     16.841      0.011      1.824      0.020 nan       nan       2.402      0.012
2887       251.947837   -43.304631  3605.210  3149.990     16.841      0.011      1.510      0.019        -0.056      0.048      1.345      0.011
2891       252.208380   -43.395169  2041.260  2400.720     16.843      0.010      1.334      0.018      0.623      0.059      1.592      0.011
2893       252.237574   -43.213768  1866.020  3901.950     16.843      0.012      1.241      0.020      0.644      0.057      1.444      0.013
2892       252.362177   -43.643396  1118.070   346.457     16.843      0.011      1.068      0.018      0.659      0.048      1.479      0.012
2894       251.989705   -43.295941  3353.890  3221.910     16.844      0.009      1.204      0.016      0.625      0.062      1.425      0.010
2896       252.290829   -43.366053  1546.350  2641.680     16.845      0.010      1.057      0.017      0.673      0.057      1.257      0.011
2895       252.035252   -43.401351  3080.490  2349.560     16.845      0.010      1.403      0.019      0.840      0.070      1.654      0.010
