ID        alpha     delta          x         y        v         ev        bv        ebv       ub        eub       vi        evi
574       253.601373   -45.214375  2041.390 1611.730    16.316     0.023     1.135     0.024     0.566     0.016     1.846     0.032
575       253.726817   -45.231089  1312.910 1750.320    16.319     0.012     2.182     0.016     1.472     0.044     2.804     0.016
576       253.697844   -45.203474  1481.160 1521.340    16.320     0.008     1.142     0.012     0.726     0.017     1.693     0.013
577       253.646208   -45.048874  1781.020  239.422    16.321     0.004     0.894     0.005     0.416     0.009     1.268     0.014
578       253.782391   -45.038405   990.178  152.611    16.323     0.007     0.909     0.008     0.545     0.011     1.354     0.016
579       253.878291   -45.198862   433.272 1483.100    16.338     0.007     1.601     0.011     0.957     0.021     2.319     0.011
580       253.871831   -45.037612   470.783  146.038    16.338     0.010     1.031     0.012     0.473     0.010     1.517     0.020
581       253.952317   -45.336592     3.388 2625.140    16.346     0.039     1.908     0.042     1.379     0.040     2.629     0.041
582       253.638652   -45.094312  1824.900  616.189    16.348     0.005     1.063     0.007     0.648     0.012     1.439     0.012
583       253.700172   -45.324645  1467.640 2526.080    16.351     0.007     1.814     0.010     1.298     0.030     2.324     0.011
584       253.905410   -45.295765   275.786 2286.610    16.354     0.006     2.084     0.009     1.282     0.037     2.625     0.010
585       253.815008   -45.033957   800.766  115.730    16.355     0.007     1.179     0.009     0.990     0.030     1.513     0.021
586       253.761848   -45.272556  1109.480 2094.160    16.365     0.010     1.330     0.015     0.788     0.021     1.753     0.015
587       253.872269   -45.210540   468.243 1579.930    16.366     0.009     1.117     0.012     1.033     0.017     1.336     0.015
588       253.920673   -45.306137   187.150 2372.610    16.368     0.007     1.266     0.011     0.683     0.017     1.813     0.015
589       253.863891   -45.061015   516.896  340.088    16.369     0.007     0.878     0.008     0.561     0.011     1.245     0.018
590       253.830954   -45.305071   708.163 2363.770    16.371     0.006     1.008     0.010     0.639     0.013     1.429     0.013
591       253.661539   -45.306202  1691.990 2373.150    16.372     0.007     1.164     0.010     0.574     0.014     1.588     0.017
592       253.949536   -45.106416    19.533  716.552    16.375     0.013     1.339     0.017     0.761     0.020     1.845     0.017
593       253.930437   -45.180417   130.445 1330.160    16.378     0.037     1.164     0.045     0.844     0.032     1.891     0.037
594       253.688635   -45.348206  1534.640 2721.440    16.381     0.005     1.312     0.016     0.678     0.021     1.843     0.012
595       253.675042   -45.248316  1613.580 1893.170    16.388     0.017     1.283     0.027     0.772     0.029     1.755     0.024
596       253.726503   -45.175145  1314.730 1286.440    16.392     0.009     1.121     0.011     0.618     0.017     1.554     0.014
597       253.649988   -45.278820  1759.070 2146.100    16.397     0.011     1.385     0.016     0.775     0.020     1.807     0.021
598       253.941198   -45.030020    67.957   83.088    16.398     0.062     2.273     0.066     nan     nan     1.684     0.065
599       253.642919   -45.156119  1800.120 1128.680    16.399     0.006     1.215     0.014     0.822     0.021     1.542     0.014
600       253.748121   -45.164994  1189.190 1202.270    16.400     0.009     1.767     0.012     1.043     0.027     2.431     0.012
601       253.934165   -45.384148   108.797 3019.470    16.401     0.006     1.176     0.012     0.715     0.025     1.750     0.019
602       253.830125   -45.104957   712.977  704.449    16.403     0.005     0.927     0.007     0.694     0.015     1.303     0.012
603       253.745754   -45.131519  1202.940  924.699    16.404     0.006     0.964     0.008     0.820     0.014     1.132     0.012
604       253.938554   -45.065942    83.310  380.943    16.404     0.011     1.045     0.015     0.188     0.051     1.447     0.019
605       253.790214   -45.097152   944.750  639.732    16.405     0.004     0.967     0.006     0.605     0.012     1.373     0.012
606       253.880685   -45.216703   419.367 1631.040    16.406     0.038     1.278     0.041     0.648     0.017     1.762     0.041
607       253.623869   -45.116270  1910.750  798.261    16.411     0.006     1.107     0.008     1.249     0.020     1.309     0.013
608       253.742685   -45.023977  1220.760   32.978    16.411     0.007     1.058     0.008     0.579     0.011     1.593     0.016
609       253.777699   -45.172186  1017.430 1261.910    16.412     0.008     2.091     0.013     1.354     0.041     2.740     0.011
610       253.692446   -45.103645  1512.510  693.575    16.419     0.005     0.881     0.007     0.638     0.012     1.235     0.011
611       253.638158   -45.086023  1827.770  547.453    16.419     0.005     1.065     0.007     0.726     0.013     1.402     0.013
612       253.709790   -45.088486  1411.790  567.875    16.428     0.005     1.780     0.008     1.439     0.030     2.276     0.011
613       253.843201   -45.326851   637.047 2544.370    16.432     0.005     1.051     0.007     0.635     0.012     1.508     0.014
614       253.724983   -45.171312  1323.560 1254.660    16.432     0.008     1.002     0.010     0.723     0.016     1.446     0.015
615       253.939422   -45.272143    78.268 2090.740    16.433     0.007     1.315     0.010     0.676     0.018     1.797     0.012
616       253.784708   -45.030171   976.724   84.340    16.433     0.007     0.875     0.009     0.644     0.014     1.310     0.016
617       253.913791   -45.034623   227.114  121.254    16.434     0.013     1.118     0.016     0.700     0.017     1.583     0.023
618       253.896967   -45.319912   324.812 2486.830    16.439     0.006     1.272     0.008     0.635     0.017     1.710     0.013
619       253.658428   -45.164233  1710.060 1195.960    16.440     0.008     1.044     0.010     0.549     0.016     1.445     0.013
620       253.895428   -45.218341   333.753 1644.620    16.442     0.008     2.244     0.013     1.398     0.051     2.830     0.012
621       253.670165   -45.253353  1641.900 1934.930    16.443     0.010     1.284     0.013     0.790     0.021     1.830     0.017
622       253.857352   -45.080164   554.866  498.876    16.449     0.006     1.117     0.008     0.600     0.013     1.487     0.014
623       253.682274   -45.260804  1571.580 1996.720    16.449     0.009     1.325     0.013     1.009     0.023     1.883     0.017
624       253.709506   -45.214525  1413.440 1612.980    16.450     0.010     1.024     0.013     0.570     0.016     1.473     0.015
625       253.798536   -45.385322   896.421 3029.200    16.452     0.006     1.184     0.008     0.811     0.016     1.676     0.015
626       253.839765   -45.071101   656.995  423.722    16.453     0.006     1.361     0.009     0.981     0.018     1.780     0.014
627       253.790816   -45.337800   941.257 2635.160    16.456     0.005     1.319     0.007     0.885     0.031     1.823     0.012
628       253.744583   -45.067769  1209.740  396.097    16.456     0.004     1.143     0.006     0.935     0.015     1.536     0.014
629       253.660701   -45.022026  1696.860   16.797    16.461     0.007     0.993     0.009     1.003     0.015     1.267     0.016
630       253.703508   -45.087224  1448.270  557.411    16.463     0.005     1.095     0.007     0.712     0.016     1.454     0.013
631       253.638466   -45.021425  1825.980   11.814    16.463     0.007     0.925     0.009     0.706     0.014     1.410     0.015
632       253.665307   -45.304712  1670.110 2360.800    16.472     0.007     1.041     0.009     1.032     0.017     1.382     0.015
633       253.670082   -45.209343  1642.380 1570.010    16.474     0.007     1.273     0.011     0.629     0.019     1.667     0.014
634       253.639517   -45.058919  1819.880  322.712    16.485     0.004     1.194     0.006     0.790     0.014     1.626     0.012
635       253.766716   -45.152953  1081.210 1102.430    16.486     0.006     1.092     0.009     0.730     0.016     1.547     0.013
636       253.610671   -45.230324  1987.390 1743.980    16.486     0.005     1.094     0.007     1.101     0.021     1.379     0.015
637       253.704565   -45.280425  1442.130 2159.410    16.487     0.009     2.218     0.012     1.296     0.051     2.838     0.015
638       253.692554   -45.069064  1511.880  406.831    16.498     0.005     1.105     0.007     0.571     0.013     1.549     0.012
639       253.761078   -45.088157  1113.950  565.146    16.499     0.004     1.241     0.006     0.934     0.016     1.694     0.012
640       253.616325   -45.322720  1954.560 2510.120    16.499     0.005     0.998     0.008     0.903     0.020     1.150     0.017
641       253.770590   -45.191104  1058.710 1418.770    16.500     0.009     1.078     0.011     0.698     0.019     1.524     0.013
642       253.872078   -45.060506   469.352  335.867    16.500     0.016     0.957     0.017     0.509     0.016     1.250     0.022
643       253.676741   -45.113169  1603.710  772.544    16.508     0.006     1.141     0.008     0.692     0.016     1.579     0.012
644       253.684538   -45.125135  1558.430  871.763    16.509     0.007     1.120     0.010     0.705     0.014     1.495     0.013
645       253.613661   -45.145423  1970.030 1039.990    16.510     0.007     1.114     0.009     0.836     0.015     1.598     0.014
646       253.740543   -45.042983  1233.200  190.570    16.515     0.007     1.651     0.009     1.508     0.032     2.058     0.014
647       253.656899   -45.276768  1718.940 2129.090    16.525     0.008     2.192     0.012     1.295     0.048     2.840     0.016
648       253.740949   -45.317424  1230.840 2466.200    16.528     0.012     1.458     0.014     0.820     0.023     1.903     0.018
649       253.635394   -45.149097  1843.820 1070.460    16.529     0.007     1.085     0.009     0.642     0.016     1.486     0.013
650       253.628165   -45.138497  1885.800  982.564    16.529     0.007     0.965     0.008     0.870     0.015     1.228     0.014
651       253.721195   -45.215789  1345.560 1623.460    16.533     0.010     1.143     0.013     0.605     0.020     1.556     0.015
652       253.749456   -45.086680  1181.440  552.900    16.538     0.005     1.212     0.007     0.648     0.018     1.756     0.012
653       253.665097   -45.233546  1671.330 1770.700    16.538     0.007     1.689     0.014     1.328     0.036     2.096     0.014
654       253.786567   -45.199195   965.930 1485.860    16.540     0.009     1.055     0.013     0.774     0.019     1.526     0.014
655       253.698054   -45.354822  1479.940 2776.300    16.542     0.004     1.307     0.007     0.862     0.020     1.842     0.013
656       253.752635   -45.070494  1162.980  418.690    16.544     0.004     0.943     0.006     0.521     0.013     1.403     0.012
657       253.628935   -45.116193  1881.330  797.621    16.544     0.006     1.018     0.008     0.577     0.014     1.454     0.014
658       253.861059   -45.118999   533.337  820.886    16.545     0.006     1.147     0.008     0.564     0.012     1.520     0.012
659       253.788531   -45.299249   954.524 2315.500    16.549     0.007     1.192     0.012     0.599     0.016     1.636     0.013
660       253.651056   -45.084339  1752.870  533.492    16.553     0.005     1.009     0.007     0.608     0.014     1.392     0.012
661       253.630762   -45.153708  1870.720 1108.690    16.553     0.011     1.090     0.020     0.618     0.024     1.533     0.021
662       253.763432   -45.074473  1100.280  451.681    16.554     0.004     1.707     0.007     1.358     0.031     2.167     0.012
663       253.939945   -45.091979    75.230  596.843    16.554     0.010     1.339     0.013     0.733     0.018     1.807     0.021
664       253.951744   -45.025258     6.716   43.597    16.554     0.018     1.107     0.023     0.791     0.025     1.643     0.024
665       253.675310   -45.353535  1612.020 2765.630    16.555     0.004     2.064     0.008     1.301     0.044     2.669     0.011
666       253.638883   -45.284102  1823.560 2189.900    16.556     0.006     2.228     0.010     1.162     0.050     2.840     0.014
667       253.844001   -45.382815   632.399 3008.420    16.557     0.005     1.133     0.007     0.543     0.015     1.562     0.015
668       253.940727   -45.189632    70.693 1406.570    16.559     0.005     1.337     0.007     0.518     0.014     1.900     0.012
669       253.821138   -45.132364   765.166  931.707    16.559     0.005     1.073     0.008     0.939     0.016     1.384     0.012
670       253.618508   -45.169767  1941.880 1241.850    16.569     0.007     1.094     0.009     0.813     0.019     1.583     0.013
671       253.947990   -45.277840    28.511 2137.980    16.569     0.011     1.137     0.013     0.931     0.021     1.417     0.016
672       253.784225   -45.365023   979.527 2860.890    16.572     0.005     1.180     0.007     0.616     0.014     1.553     0.015
673       253.798469   -45.140148   896.810  996.249    16.576     0.006     1.066     0.009     0.811     0.020     1.514     0.012
674       253.861160   -45.313001   532.751 2429.530    16.576     0.006     1.137     0.008     0.675     0.018     1.625     0.013
675       253.621360   -45.028392  1925.320   69.589    16.578     0.006     1.076     0.008     0.567     0.016     1.552     0.015
676       253.620600   -45.109718  1929.730  743.932    16.580     0.006     1.111     0.008     0.760     0.015     1.441     0.013
677       253.698166   -45.201648  1479.290 1506.200    16.581     0.009     1.074     0.012     0.534     0.017     1.478     0.015
678       253.887624   -45.150186   379.072 1079.490    16.583     0.004     1.370     0.006     1.400     0.032     1.728     0.010
679       253.821057   -45.272470   765.640 2093.450    16.588     0.010     1.317     0.015     0.829     0.023     1.750     0.016
680       253.754875   -45.220237  1149.970 1660.340    16.592     0.011     2.083     0.014     1.438     0.050     2.687     0.014
681       253.900554   -45.357444   303.983 2798.040    16.593     0.007     1.363     0.015     0.755     0.023     0.979     0.028
682       253.646367   -45.231401  1780.100 1752.910    16.596     0.008     1.386     0.011     0.811     0.023     1.868     0.014
683       253.757828   -45.080336  1132.820  500.299    16.602     0.005     1.251     0.007     0.975     0.025     1.628     0.011
684       253.724554   -45.339667  1326.050 2650.640    16.602     0.005     1.034     0.007     0.679     0.014     1.468     0.012
685       253.849270   -45.311575   601.802 2417.700    16.602     0.006     1.171     0.010     0.508     0.015     1.672     0.013
686       253.679481   -45.235546  1587.800 1787.280    16.602     0.010     1.295     0.013     0.870     0.024     1.689     0.017
687       253.810984   -45.259701   824.133 1987.570    16.604     0.013     1.847     0.016     1.487     0.043     2.329     0.016
688       253.720397   -45.340573  1350.190 2658.150    16.605     0.007     1.197     0.009     0.616     0.013     1.594     0.015
689       253.776569   -45.277852  1023.990 2138.080    16.609     0.010     1.937     0.015     1.257     0.048     2.577     0.015
690       253.852368   -45.331967   583.811 2586.790    16.611     0.006     1.973     0.009     1.337     0.044     2.506     0.013
691       253.805106   -45.159314   858.269 1155.170    16.614     0.007     1.163     0.010     0.672     0.018     1.527     0.012
692       253.928150   -45.376424   143.729 2955.420    16.614     0.004     1.064     0.008     0.938     0.021     1.350     0.015
693       253.935821   -45.166996    99.184 1218.870    16.619     0.004     1.661     0.007     1.179     0.061     2.119     0.009
694       253.669662   -45.134503  1644.820  949.444    16.620     0.007     1.150     0.009     0.551     0.018     1.584     0.014
695       253.630189   -45.032062  1874.050  100.020    16.621     0.005     1.214     0.007     1.456     0.024     1.649     0.011
696       253.940021   -45.141860    74.790 1010.450    16.623     0.006     1.370     0.008     1.239     0.026     1.724     0.012
697       253.706050   -45.282189  1433.510 2174.040    16.625     0.009     1.219     0.013     1.302     0.024     1.485     0.016
698       253.759075   -45.246123  1125.580 1874.980    16.626     0.012     1.460     0.016     1.019     0.023     2.118     0.016
699       253.757858   -45.220319  1132.650 1661.020    16.628     0.011     1.270     0.014     0.533     0.019     1.894     0.015
700       253.820464   -45.164684   769.085 1199.700    16.629     0.008     1.482     0.011     0.437     0.019     2.343     0.012
701       253.614685   -45.055534  1964.080  294.645    16.635     0.005     1.113     0.007     0.665     0.016     1.564     0.014
702       253.894444   -45.110157   339.463  747.573    16.635     0.040     2.252     0.043       -0.293     0.035     nan     nan
703       253.918852   -45.022900   197.721   24.047    16.636     0.013     1.064     0.017     0.604     0.017     1.510     0.023
704       253.680173   -45.082393  1583.780  517.359    16.640     0.006     1.442     0.010     1.283     0.031     1.804     0.012
705       253.871888   -45.103114   470.455  689.170    16.642     0.010     1.263     0.011     0.578     0.019     1.796     0.020
706       253.601047   -45.083212  2043.280  524.148    16.642     0.027     1.087     0.030     0.659     0.020     1.680     0.034
707       253.842131   -45.021356   643.256   11.242    16.648     0.009     0.939     0.011     0.527     0.014     1.407     0.021
708       253.640097   -45.226448  1816.510 1711.840    16.649     0.006     1.325     0.010     0.513     0.020     2.117     0.014
709       253.828495   -45.054333   722.443  284.687    16.650     0.011     1.081     0.015     0.523     0.017     1.527     0.015
710       253.762366   -45.090548  1106.470  584.975    16.653     0.004     0.958     0.006     0.751     0.016     1.219     0.013
711       253.667231   -45.133434  1658.940  940.584    16.653     0.008     1.246     0.010     0.731     0.028     1.685     0.015
712       253.641772   -45.140846  1806.780 1002.040    16.656     0.006     1.016     0.008     0.716     0.017     1.439     0.013
713       253.779369   -45.104296  1007.730  698.969    16.656     0.018     1.159     0.019     0.443     0.019     1.351     0.022
714       253.928245   -45.267776   143.175 2054.530    16.659     0.008     1.299     0.010     0.619     0.018     1.820     0.012
715       253.929150   -45.059524   137.920  327.725    16.659     0.011     1.281     0.014     0.735     0.019     1.787     0.018
716       253.638129   -45.054050  1827.940  282.336    16.661     0.004     1.207     0.007     0.779     0.019     1.642     0.011
717       253.617968   -45.093644  1945.020  610.650    16.663     0.006     1.022     0.008     0.675     0.015     1.344     0.014
718       253.869140   -45.282854   486.412 2179.550    16.663     0.010     1.321     0.013     0.780     0.025     1.754     0.015
719       253.656971   -45.024144  1718.520   34.360    16.663     0.007     0.922     0.009     0.732     0.016     1.373     0.016
720       253.834254   -45.064323   689.003  367.523    16.664     0.006     1.204     0.008     0.737     0.017     1.678     0.014
721       253.714134   -45.070665  1386.560  420.108    16.666     0.005     0.923     0.007     0.626     0.023     1.359     0.015
722       253.842062   -45.049962   643.659  248.437    16.668     0.007     1.035     0.009     0.548     0.013     1.511     0.015
723       253.730271   -45.031144  1292.850   92.405    16.669     0.008     1.173     0.009     0.755     0.018     1.658     0.015
724       253.811068   -45.131350   823.645  923.301    16.672     0.005     1.112     0.007     0.538     0.016     1.550     0.012
725       253.755185   -45.159943  1148.170 1160.390    16.680     0.007     1.120     0.010     0.758     0.021     1.581     0.014
726       253.834196   -45.211747   689.336 1589.940    16.682     0.010     1.584     0.013     0.797     0.024     2.250     0.014
727       253.785818   -45.063385   970.281  359.739    16.683     0.008     1.003     0.010     0.451     0.019     1.361     0.017
728       253.845900   -45.054172   621.369  283.352    16.690     0.008     1.027     0.009     0.469     0.013     1.454     0.016
729       253.727068   -45.214150  1311.450 1609.870    16.697     0.012     0.987     0.014     0.897     0.020     1.219     0.017
730       253.933394   -45.147858   113.276 1060.180    16.703     0.004     1.205     0.006     0.797     0.018     1.695     0.011
731       253.877976   -45.110026   435.101  746.487    16.704     0.005     1.013     0.007     0.592     0.015     1.454     0.020
732       253.699532   -45.366054  1471.360 2869.440    16.706     0.004     1.545     0.008     1.181     0.028     2.246     0.012
733       253.923356   -45.328291   171.568 2556.310    16.707     0.005     1.245     0.007     0.613     0.017     1.733     0.012
734       253.946372   -45.095230    37.912  623.801    16.709     0.010     1.759     0.012     1.202     0.035     2.363     0.013
735       253.886504   -45.023080   385.575   25.540    16.710     0.012     1.196     0.015     0.819     0.019     1.626     0.024
736       253.713297   -45.063527  1391.420  360.924    16.711     0.011     1.161     0.015     0.595     0.020     1.630     0.018
737       253.928302   -45.193280   142.845 1436.820    16.715     0.004     1.118     0.006     0.719     0.017     1.561     0.012
738       253.834223   -45.059348   689.180  326.265    16.716     0.006     1.179     0.009     0.828     0.019     1.639     0.016
739       253.874858   -45.312489   453.207 2425.280    16.717     0.006     1.171     0.008     0.568     0.017     1.626     0.014
740       253.807154   -45.139982   846.379  994.876    16.718     0.006     1.281     0.010     0.730     0.020     1.827     0.011
741       253.936679   -45.155289    94.199 1121.800    16.720     0.005     1.333     0.008     0.813     0.024     1.762     0.012
742       253.608874   -45.380359  1997.830 2988.050    16.722     0.006     1.225     0.010     0.871     0.032     1.705     0.020
743       253.848037   -45.084267   608.960  532.892    16.723     0.005     1.228     0.007     0.694     0.016     1.690     0.013
744       253.788694   -45.029304   953.578   77.148    16.723     0.008     1.005     0.009     0.541     0.013     1.701     0.018
745       253.615908   -45.075544  1956.980  460.562    16.730     0.006     1.617     0.010     1.720     0.044     2.005     0.010
746       253.902745   -45.116761   291.263  802.328    16.731     0.007     1.335     0.009     0.727     0.021     nan     nan
747       253.771153   -45.180024  1055.440 1326.900    16.732     0.008     1.300     0.010     0.815     0.023     1.869     0.013
748       253.824696   -45.346002   744.508 2703.170    16.733     0.006     1.502     0.009     0.840     0.025     1.996     0.014
749       253.622801   -45.179753  1916.950 1324.650    16.733     0.007     1.083     0.009     1.161     0.024     1.316     0.016
750       253.903127   -45.035050   289.041  124.791    16.735     0.011     1.213     0.014     0.815     0.029     1.697     0.020
751       253.909681   -45.074737   250.984  453.872    16.736     0.010     1.025     0.012     0.664     0.015     1.504     0.028
752       253.798494   -45.283011   896.665 2180.850    16.739     0.010     1.711     0.015     1.226     0.036     2.287     0.015
753       253.851317   -45.134604   589.910  950.278    16.740     0.005     1.361     0.008     0.701     0.022     1.915     0.011
754       253.795355   -45.278478   914.895 2143.270    16.743     0.009     1.235     0.013     0.676     0.018     1.703     0.015
755       253.626801   -45.252365  1893.720 1926.740    16.746     0.006     1.234     0.010     0.782     0.020     1.683     0.017
756       253.660976   -45.030775  1695.260   89.345    16.747     0.005     1.055     0.007     0.700     0.016     1.435     0.014
757       253.748912   -45.238993  1184.600 1815.860    16.747     0.012     1.283     0.015     0.606     0.019     1.897     0.016
758       253.759340   -45.203462  1124.040 1521.240    16.748     0.011     2.126     0.013     1.385     0.061     2.822     0.013
759       253.685826   -45.179088  1550.950 1319.140    16.749     0.008     1.118     0.011     0.747     0.018     1.571     0.014
760       253.745330   -45.202284  1205.400 1511.480    16.750     0.010     1.172     0.012     1.300     0.029     1.387     0.015
761       253.791407   -45.116401   937.820  799.341    16.752     0.007     1.004     0.009     0.482     0.014     1.454     0.013
762       253.745604   -45.089120  1203.810  573.135    16.752     0.005     1.133     0.007     0.724     0.018     1.585     0.013
763       253.710694   -45.070411  1406.540  418.002    16.754     0.004     1.036     0.006     0.533     0.013     1.511     0.013
764       253.798684   -45.043013   895.563  190.819    16.755     0.007     1.118     0.009     0.857     0.018     1.723     0.016
765       253.770897   -45.350847  1056.930 2743.340    16.756     0.005     3.665     0.018       -1.851     0.029     5.323     0.007
766       253.763993   -45.122684  1097.020  851.442    16.756     0.005     1.084     0.007     0.797     0.019     1.492     0.012
767       253.603806   -45.289084  2027.260 2231.210    16.759     0.005     1.384     0.007     0.924     0.024     1.950     0.016
768       253.846759   -45.069575   616.381  411.069    16.760     0.005     1.170     0.008     0.782     0.018     1.616     0.013
769       253.703255   -45.046246  1449.740  217.625    16.764     0.005     1.013     0.007     0.661     0.016     1.428     0.014
770       253.824983   -45.120328   742.840  831.906    16.765     0.010     1.107     0.013     1.004     0.025     1.242     0.017
771       253.618360   -45.039542  1942.740  162.042    16.775     0.005     0.948     0.007     0.692     0.016     1.363     0.014
772       253.656385   -45.217333  1721.920 1636.260    16.775     0.008     1.221     0.012     0.847     0.023     1.743     0.014
773       253.632229   -45.128894  1862.200  902.932    16.780     0.007     1.220     0.009     0.657     0.018     1.635     0.015
774       253.799078   -45.130020   893.277  912.273    16.781     0.006     1.314     0.009     0.895     0.021     1.773     0.012
775       253.823083   -45.142461   753.871 1015.430    16.784     0.006     1.252     0.010     0.663     0.020     1.672     0.012
776       253.881230   -45.188185   416.200 1394.570    16.786     0.006     1.241     0.010     0.835     0.022     1.656     0.013
777       253.751441   -45.042826  1169.910  189.267    16.786     0.006     1.424     0.008     1.101     0.026     1.875     0.015
778       253.823868   -45.307149   749.315 2381.000    16.787     0.007     1.143     0.010     0.690     0.020     1.626     0.014
779       253.929158   -45.333398   137.874 2598.660    16.788     0.005     1.315     0.009     0.710     0.023     1.775     0.015
780       253.938764   -45.021577    82.093   13.079    16.788     0.015     1.219     0.020     0.736     0.026     1.662     0.026
781       253.728818   -45.282114  1301.290 2173.420    16.789     0.009     1.179     0.013     0.572     0.018     1.603     0.016
782       253.712548   -45.117428  1395.770  807.864    16.799     0.006     1.142     0.008     0.587     0.018     1.552     0.014
783       253.846680   -45.349064   616.838 2728.560    16.801     0.005     1.391     0.008     0.721     0.023     1.897     0.014
784       253.721995   -45.191569  1340.910 1422.630    16.802     0.009     1.264     0.011     0.729     0.022     1.758     0.014
785       253.734757   -45.093686  1266.800  610.992    16.805     0.004     1.024     0.006     0.499     0.015     1.490     0.012
786       253.807590   -45.291793   843.847 2253.670    16.805     0.010     1.926     0.014     1.609     0.061     2.416     0.014
787       253.719330   -45.206998  1356.390 1550.560    16.806     0.011     1.305     0.014     0.890     0.027     1.684     0.015
788       253.908014   -45.212977   260.662 1600.140    16.808     0.007     2.311     0.012     1.111     0.059     3.034     0.012
789       253.814402   -45.040479   804.287  169.806    16.808     0.009     1.027     0.010     0.676     0.042     1.509     0.023
790       253.741912   -45.349689  1225.250 2733.740    16.809     0.005     1.021     0.007     0.914     0.018     1.301     0.016
791       253.870771   -45.050371   476.937  251.829    16.809     0.009     1.286     0.011     0.742     0.022     1.876     0.018
792       253.822345   -45.263906   758.162 2022.440    16.809     0.028     1.489     0.054     0.773     0.057     1.890     0.038
793       253.713477   -45.324884  1390.380 2528.060    16.812     0.006     1.895     0.010     1.483     0.050     2.348     0.012
794       253.698950   -45.032594  1474.740  104.425    16.816     0.006     1.033     0.008     0.676     0.016     1.550     0.015
795       253.610844   -45.308165  1986.390 2389.430    16.817     0.005     1.403     0.007     0.816     0.022     1.968     0.021
796       253.775462   -45.226052  1030.420 1708.560    16.821     0.014     1.389     0.017     0.740     0.020     1.971     0.017
797       253.607417   -45.295282  2006.290 2282.600    16.823     0.006     1.014     0.009     0.942     0.021     1.268     0.019
798       253.845619   -45.382186   623.001 3003.200    16.823     0.024     1.179     0.029     0.475     0.021     1.563     0.032
799       253.610255   -45.185059  1989.810 1368.650    16.825     0.009     1.309     0.011     1.413     0.030     1.661     0.016
800       253.632632   -45.055252  1859.860  292.308    16.826     0.004     1.023     0.006     0.606     0.015     1.477     0.014
801       253.794293   -45.056433   921.065  302.096    16.827     0.006     0.995     0.008     0.511     0.016     1.385     0.015
802       253.876986   -45.071216   440.849  424.674    16.827     0.007     1.199     0.010     0.736     0.021     1.608     0.015
803       253.769510   -45.338484  1064.980 2640.830    16.828     0.006     1.639     0.011     1.300     0.034     2.062     0.013
804       253.907859   -45.056859   261.565  305.632    16.828     0.011     1.133     0.015     0.595     0.019     1.595     0.030
805       253.723025   -45.195006  1334.930 1451.130    16.829     0.010     1.219     0.013     0.867     0.021     1.701     0.015
806       253.634280   -45.203195  1850.290 1519.030    16.829     0.007     1.144     0.010     0.718     0.021     1.610     0.017
807       253.735231   -45.219475  1264.050 1654.020    16.829     0.011     1.156     0.013     0.606     0.017     1.544     0.022
808       253.616940   -45.060542  1950.990  336.171    16.840     0.005     1.134     0.007     0.713     0.019     1.672     0.013
809       253.785162   -45.091749   974.089  594.937    16.841     0.005     1.075     0.007     0.566     0.017     1.524     0.013
810       253.786001   -45.025440   969.218   45.108    16.841     0.008     1.052     0.010     0.669     0.015     1.447     0.018
811       253.672488   -45.032995  1628.410  107.752    16.841     0.018     1.220     0.035     0.769     0.038     1.752     0.021
812       253.703308   -45.371536  1449.430 2914.890    16.844     0.004     1.725     0.007     1.185     0.036     2.228     0.012
813       253.938250   -45.279643    85.078 2152.930    16.845     0.007     1.234     0.010     0.542     0.021     1.724     0.014
814       253.733891   -45.103763  1271.830  694.549    16.846     0.005     1.095     0.007     0.656     0.020     1.471     0.020
815       253.810826   -45.048500   825.054  236.315    16.847     0.006     1.236     0.008     0.926     0.021     1.674     0.016
816       253.714835   -45.034695  1382.490  121.846    16.848     0.006     1.262     0.008     0.820     0.020     1.756     0.015
817       253.704465   -45.169523  1442.710 1239.830    16.849     0.009     1.152     0.012     0.638     0.018     1.562     0.016
818       253.947536   -45.116556    31.150  800.630    16.850     0.011     1.422     0.014     0.699     0.027     1.922     0.018
819       253.789505   -45.132365   948.869  931.716    16.853     0.007     1.092     0.009     0.594     0.018     1.461     0.014
820       253.746635   -45.277781  1197.820 2137.490    16.858     0.011     1.274     0.016     0.831     0.026     1.865     0.017
821       253.754935   -45.202065  1149.620 1509.660    16.862     0.010     1.260     0.013     0.869     0.047     1.805     0.015
822       253.877099   -45.097311   440.192  641.052    16.868     0.005     1.357     0.007     0.820     0.021     1.908     0.017
823       253.903200   -45.181819   288.617 1341.780    16.869     0.006     1.161     0.008     0.788     0.018     1.666     0.014
824       253.628262   -45.368866  1885.240 2892.750    16.869     0.004     1.371     0.007     0.845     0.025     1.919     0.018
825       253.889143   -45.059170   370.247  324.794    16.870     0.009     1.146     0.011     0.626     0.018     1.542     0.016
826       253.944512   -45.156523    48.710 1132.030    16.872     0.005     1.684     0.009     1.087     0.032     2.181     0.010
827       253.682045   -45.063017  1572.910  356.688    16.872     0.004     1.034     0.006     0.533     0.016     1.447     0.013
828       253.931164   -45.169291   126.227 1237.900    16.873     0.005     2.296     0.011     1.380     0.072     3.086     0.008
829       253.761873   -45.086266  1109.330  549.472    16.876     0.005     1.064     0.008     1.069     0.021     1.304     0.015
830       253.923640   -45.313151   169.916 2430.770    16.878     0.006     1.212     0.008     0.655     0.021     1.658     0.014
831       253.902619   -45.272816   291.992 2096.320    16.879     0.009     1.338     0.012     0.723     0.022     1.875     0.013
