ID        alpha     delta          x         y        v         ev        bv        ebv       ub        eub       vi        evi
1518      253.799593   -45.028931   890.283   74.051    17.756     0.010     1.147     0.012     0.624     0.033     1.673     0.020
1519      253.763394   -45.290556  1100.500 2243.420    17.757     0.010     1.368     0.016     nan     nan     1.857     0.018
1520      253.830339   -45.286975   711.737 2213.720    17.759     0.009     1.229     0.014     0.806     0.044     1.755     0.016
1521      253.603430   -45.085058  2029.440  539.455    17.761     0.008     1.426     0.012     1.541     0.085     2.036     0.017
1522      253.907633   -45.044977   262.876  207.109    17.761     0.017     1.219     0.020     0.570     0.036     1.880     0.053
1523      253.861489   -45.303187   530.842 2348.150    17.762     0.010     1.204     0.014     1.214     0.049     1.546     0.022
1524      253.782526   -45.373650   989.394 2932.420    17.764     0.006     1.299     0.010     0.584     0.035     1.747     0.020
1525      253.677049   -45.318574  1601.920 2475.740    17.765     0.009     1.547     0.014     1.011     0.054     2.041     0.019
1526      253.799869   -45.113156   888.682  772.434    17.766     0.008     1.181     0.010     0.690     0.038     1.606     0.016
1527      253.668742   -45.023899  1650.160   32.329    17.766     0.008     1.224     0.011     0.847     0.044     1.808     0.019
1528      253.901648   -45.315326   297.633 2448.810    17.768     0.009     1.232     0.012     0.529     0.041     1.675     0.020
1529      253.919381   -45.036728   194.652  138.709    17.769     0.015     1.400     0.019     0.952     0.046     2.087     0.022
1530      253.911146   -45.022075   242.471   17.207    17.769     0.014     1.199     0.018     0.728     0.032     1.700     0.034
1531      253.629116   -45.218013  1880.280 1641.900    17.770     0.009     1.302     0.013     0.969     0.044     1.873     0.019
1532      253.649100   -45.208019  1764.230 1559.030    17.771     0.008     1.621     0.014     nan     nan     2.161     0.017
1533      253.703651   -45.070622  1447.440  419.754    17.776     0.008     1.645     0.012     nan     nan     2.137     0.014
1534      253.820448   -45.366520   769.178 2873.300    17.777     0.008     1.457     0.011     0.811     0.056     1.957     0.020
1535      253.790425   -45.278923   943.523 2146.960    17.779     0.011     1.313     0.016     0.898     0.052     1.724     0.017
1536      253.884428   -45.319602   397.632 2484.260    17.780     0.008     1.215     0.011       -0.121     0.050     1.671     0.016
1537      253.858655   -45.345228   547.299 2696.750    17.780     0.006     1.432     0.011     0.596     0.052     1.921     0.017
1538      253.947608   -45.387264    30.729 3045.310    17.780     0.014     1.281     0.016     0.782     0.053     1.848     0.022
1539      253.872735   -45.324914   465.534 2528.310    17.781     0.015     1.510     0.018     nan     nan     1.801     0.020
1540      253.721053   -45.195976  1346.380 1459.170    17.785     0.010     1.320     0.014     0.789     0.044     1.860     0.016
1541      253.897665   -45.313410   320.761 2432.920    17.787     0.008     1.368     0.010     0.749     0.042     1.844     0.018
1542      253.662216   -45.031294  1688.060   93.647    17.787     0.008     1.092     0.009     0.676     0.033     1.601     0.021
1543      253.673881   -45.111733  1620.320  760.640    17.790     0.008     1.422     0.012     0.881     0.052     1.958     0.021
1544      253.688006   -45.220245  1538.290 1660.410    17.791     0.010     1.294     0.014     0.921     0.048     1.812     0.018
1545      253.605373   -45.035431  2018.160  127.949    17.791     0.010     1.173     0.013     1.030     0.042     1.696     0.021
1546      253.655350   -45.043056  1727.930  191.174    17.792     0.008     1.070     0.010     0.650     0.033     1.535     0.022
1547      253.775109   -45.223275  1032.470 1685.530    17.793     0.017     1.368     0.020     0.713     0.048     2.129     0.019
1548      253.612590   -45.073320  1976.250  442.123    17.793     0.008     1.080     0.010     0.675     0.031     1.501     0.026
1549      253.867858   -45.322640   493.855 2509.450    17.794     0.008     1.477     0.012     nan     nan     2.007     0.016
1550      253.864669   -45.073147   512.373  440.689    17.795     0.009     1.324     0.011     1.084     0.050     1.627     0.018
1551      253.875738   -45.084420   448.095  534.160    17.796     0.008     1.238     0.011     0.645     0.035     1.684     0.015
1552      253.638871   -45.182366  1823.630 1346.320    17.796     0.010     1.637     0.015     nan     nan     2.122     0.019
1553      253.694905   -45.131960  1498.230  928.362    17.797     0.008     1.125     0.011     0.506     0.029     1.584     0.018
1554      253.625346   -45.072761  1902.170  437.491    17.800     0.006     1.095     0.009     0.690     0.035     1.517     0.021
1555      253.856925   -45.059467   557.347  327.255    17.803     0.009     1.147     0.013     0.757     0.043     1.682     0.019
1556      253.774348   -45.074705  1036.890  453.608    17.806     0.008     1.235     0.011     0.668     0.037     1.660     0.020
1557      253.829016   -45.334010   719.417 2603.730    17.807     0.010     1.382     0.014     0.687     0.044     1.930     0.020
1558      253.675534   -45.023979  1610.720   32.992    17.809     0.009     1.201     0.011     0.709     0.035     1.832     0.017
1559      253.942490   -45.047656    60.454  229.318    17.809     0.015     1.269     0.019     0.623     0.039     1.931     0.023
1560      253.795279   -45.333608   915.337 2600.400    17.810     0.010     1.439     0.014     0.771     0.054     2.068     0.018
1561      253.608879   -45.324110  1997.800 2521.640    17.810     0.007     1.630     0.012     0.763     0.055     2.334     0.018
1562      253.869675   -45.163292   483.305 1188.160    17.812     0.011     1.594     0.015     nan     nan     2.192     0.019
1563      253.613199   -45.061038  1972.710  340.280    17.813     0.009     1.268     0.014     0.837     0.047     1.741     0.019
1564      253.634203   -45.210056  1850.740 1575.920    17.815     0.010     1.377     0.014     0.937     0.052     1.793     0.022
1565      253.924706   -45.297068   163.728 2297.410    17.816     0.009     1.318     0.013     0.690     0.041     1.843     0.016
1566      253.837890   -45.080718   667.886  503.469    17.816     0.011     1.229     0.014     0.774     0.036     1.565     0.019
1567      253.830114   -45.176037   713.042 1293.840    17.820     0.010     1.343     0.014     0.780     0.046     1.886     0.017
1568      253.891171   -45.075768   358.473  462.422    17.820     0.017     1.513     0.021     nan     nan     1.879     0.022
1569      253.928883   -45.301611   139.471 2335.080    17.821     0.009     2.039     0.015     nan     nan     2.583     0.015
1570      253.830763   -45.024637   709.276   38.446    17.821     0.010     1.278     0.013     1.052     0.051     1.720     0.021
1571      253.701937   -45.227667  1457.390 1721.950    17.821     0.015     1.496     0.019     0.841     0.055     1.977     0.024
1572      253.661488   -45.036596  1692.290  137.609    17.822     0.006     1.216     0.010     0.738     0.040     1.714     0.017
1573      253.860190   -45.340007   538.383 2653.460    17.824     0.006     1.329     0.010     0.224     0.067     1.806     0.018
1574      253.949048   -45.070871    22.370  421.817    17.827     0.013     1.250     0.017     0.775     0.042     1.786     0.018
1575      253.950712   -45.158320    12.705 1146.930    17.828     0.008     1.377     0.011     0.945     0.052     1.786     0.015
1576      253.834264   -45.300103   688.943 2322.580    17.830     0.009     1.309     0.012     0.714     0.046     1.837     0.016
1577      253.809608   -45.207275   832.123 1552.860    17.832     0.012     1.372     0.017     0.770     0.045     1.955     0.017
1578      253.641767   -45.342405  1806.810 2673.340    17.833     0.006     1.288     0.010     1.128     0.058     1.647     0.021
1579      253.689357   -45.022342  1530.450   19.423    17.834     0.010     1.173     0.013     0.538     0.034     1.765     0.020
1580      253.846844   -45.189748   615.890 1407.530    17.835     0.010     1.459     0.016     0.676     0.054     2.020     0.018
1581      253.786788   -45.329373   964.648 2565.280    17.837     0.010     1.927     0.017     nan     nan     2.674     0.015
1582      253.947800   -45.292675    29.616 2260.990    17.837     0.008     1.363     0.012     0.429     0.043     1.883     0.016
1583      253.712085   -45.134068  1398.460  945.834    17.837     0.009     1.394     0.012     nan     nan     1.818     0.016
1584      253.602488   -45.159888  2034.910 1159.930    17.839     0.009     1.186     0.011     0.692     0.041     1.675     0.021
1585      253.682742   -45.116718  1568.860  801.971    17.843     0.009     1.254     0.012     0.903     0.048     1.718     0.019
1586      253.772894   -45.122722  1045.330  851.759    17.848     0.009     1.434     0.012     0.939     0.058     1.875     0.016
1587      253.750152   -45.155651  1177.400 1124.800    17.848     0.009     1.428     0.012     1.079     0.067     1.777     0.017
1588      253.684469   -45.062041  1558.830  348.595    17.850     0.008     1.167     0.010     0.922     0.045     1.674     0.018
1589      253.783344   -45.171669   984.647 1257.620    17.850     0.010     1.449     0.014     0.707     0.056     1.917     0.018
1590      253.646932   -45.159566  1776.820 1157.260    17.850     0.015     1.367     0.019     0.805     0.053     1.757     0.022
1591      253.889774   -45.283952   366.583 2188.660    17.851     0.010     1.363     0.013     0.842     0.060     1.920     0.016
1592      253.875346   -45.280181   450.371 2157.390    17.851     0.010     1.381     0.015     0.905     0.060     1.846     0.017
1593      253.714961   -45.168978  1381.760 1235.310    17.851     0.010     1.630     0.014     nan     nan     2.012     0.018
1594      253.805602   -45.195027   855.388 1451.300    17.853     0.010     1.325     0.014     0.784     0.043     1.929     0.016
1595      253.894839   -45.172232   337.170 1262.290    17.855     0.007     1.554     0.012     nan     nan     2.108     0.014
1596      253.832388   -45.304091   699.835 2355.650    17.855     0.009     1.215     0.013     0.559     0.044     1.683     0.016
1597      253.800109   -45.324987   887.290 2528.910    17.856     0.008     1.412     0.014     0.781     0.052     1.979     0.017
1598      253.614126   -45.120573  1967.330  833.935    17.858     0.009     1.181     0.012     0.672     0.038     1.694     0.020
1599      253.746842   -45.031435  1196.620   94.817    17.864     0.020     1.054     0.025     0.419     0.035     1.641     0.027
1600      253.707656   -45.027998  1424.180   66.321    17.864     0.014     1.212     0.018     0.815     0.046     1.724     0.033
1601      253.757651   -45.238642  1133.850 1812.950    17.865     0.053     1.646     0.057     nan     nan     2.040     0.064
1602      253.649291   -45.080541  1763.120  502.000    17.866     0.008     1.120     0.010     0.769     0.039     1.545     0.020
1603      253.661761   -45.054536  1690.700  286.365    17.866     0.005     1.105     0.010     0.724     0.036     1.566     0.021
1604      253.913755   -45.084739   227.321  536.809    17.870     0.013     1.354     0.016     0.718     0.048     1.914     0.040
1605      253.940445   -45.249707    72.328 1904.700    17.871     0.008     1.299     0.015     0.626     0.048     1.844     0.017
1606      253.881149   -45.085479   416.674  542.947    17.873     0.008     2.005     0.013     nan     nan     2.580     0.013
1607      253.717396   -45.251888  1367.620 1922.790    17.873     0.013     1.441     0.017     nan     nan     2.202     0.020
1608      253.827111   -45.125491   730.484  874.722    17.873     0.024     1.323     0.031     0.665     0.053     1.616     0.031
1609      253.841883   -45.076231   644.696  466.263    17.875     0.008     1.179     0.011     0.635     0.036     1.607     0.018
1610      253.782269   -45.022880   990.886   23.883    17.875     0.010     1.223     0.013     0.935     0.046     1.713     0.020
1611      253.900157   -45.220721   306.291 1664.350    17.876     0.009     1.579     0.014     0.898     0.062     2.197     0.015
1612      253.853913   -45.155716   574.839 1125.340    17.876     0.008     1.298     0.012     0.740     0.047     1.759     0.017
1613      253.609247   -45.057642  1995.660  312.122    17.879     0.006     1.057     0.010     0.766     0.044     1.511     0.024
1614      253.789820   -45.223996   947.038 1691.510    17.879     0.024     1.896     0.033     nan     nan     2.572     0.029
1615      253.797377   -45.190688   903.154 1415.320    17.880     0.011     1.486     0.014     nan     nan     2.018     0.016
1616      253.613046   -45.291327  1973.600 2249.810    17.881     0.008     1.442     0.012     0.795     0.070     1.937     0.022
1617      253.883560   -45.370723   402.674 2908.150    17.881     0.007     1.383     0.012     0.760     0.047     1.839     0.025
1618      253.782382   -45.254881   990.231 1947.600    17.883     0.016     1.547     0.020     nan     nan     2.185     0.020
1619      253.618913   -45.142721  1939.530 1017.590    17.883     0.013     1.329     0.015     1.021     0.055     1.557     0.026
1620      253.931562   -45.107305   123.916  723.926    17.883     0.009     1.422     0.013     0.747     0.049     2.556     0.038
1621      253.844517   -45.286120   629.403 2206.630    17.884     0.011     1.548     0.015     0.968     0.070     1.983     0.017
1622      253.733269   -45.233042  1275.440 1766.520    17.885     0.012     1.448     0.016     0.969     0.054     2.054     0.016
1623      253.787502   -45.366059   960.497 2869.480    17.885     0.008     1.298     0.011     0.766     0.043     1.764     0.021
1624      253.877982   -45.347834   435.063 2718.360    17.890     0.015     1.394     0.019       -0.021     0.050     1.878     0.023
1625      253.797771   -45.379476   900.863 2980.730    17.891     0.008     1.379     0.011     0.924     0.060     1.865     0.018
1626      253.883589   -45.189201   402.501 1402.990    17.891     0.009     1.550     0.013     0.767     0.059     2.327     0.023
1627      253.814330   -45.247707   804.705 1888.120    17.891     0.019     1.464     0.029     nan     nan     2.098     0.024
1628      253.828801   -45.182744   720.666 1349.450    17.892     0.010     1.341     0.013     nan     nan     1.777     0.017
1629      253.893927   -45.168279   342.468 1229.510    17.893     0.006     1.471     0.010     nan     nan     2.012     0.014
1630      253.644058   -45.256924  1793.510 1964.540    17.894     0.009     1.358     0.013     0.865     0.055     1.893     0.020
1631      253.901189   -45.103929   300.294  695.931    17.895     0.010     1.734     0.014     0.804     0.070     nan     nan
1632      253.623087   -45.163879  1915.290 1193.030    17.897     0.009     1.262     0.013     0.626     0.043     1.712     0.020
1633      253.919638   -45.296624   193.157 2293.730    17.898     0.018     1.989     0.031     nan     nan     2.455     0.024
1634      253.813288   -45.281470   810.753 2168.080    17.900     0.012     1.545     0.016     1.097     0.088     2.083     0.018
1635      253.836990   -45.102560   673.110  684.573    17.903     0.008     1.194     0.011     0.714     0.051     1.695     0.016
1636      253.840068   -45.332728   655.239 2593.100    17.904     0.008     1.506     0.014     0.656     0.056     2.091     0.018
1637      253.694436   -45.327356  1500.950 2548.560    17.904     0.009     1.497     0.013     0.924     0.057     1.980     0.020
1638      253.688490   -45.175828  1535.480 1292.110    17.906     0.010     1.291     0.014     0.765     0.048     1.777     0.018
1639      253.892582   -45.320694   350.278 2493.320    17.907     0.008     1.333     0.012       -0.044     0.043     1.713     0.017
1640      253.853751   -45.151951   575.781 1094.120    17.909     0.006     1.438     0.011     0.691     0.047     1.923     0.014
1641      253.760265   -45.167277  1118.670 1221.200    17.911     0.010     1.363     0.014     0.873     0.055     1.874     0.016
1642      253.841485   -45.320854   647.012 2494.640    17.911     0.008     1.362     0.013     0.655     0.047     1.802     0.018
1643      253.689990   -45.180318  1526.770 1329.340    17.913     0.010     1.482     0.019     0.855     0.062     1.966     0.018
1644      253.709332   -45.303574  1414.450 2351.360    17.913     0.017     1.579     0.021     nan     nan     2.138     0.024
1645      253.859892   -45.204856   540.114 1532.800    17.914     0.012     1.535     0.016     nan     nan     2.081     0.019
1646      253.675982   -45.165252  1608.120 1204.410    17.914     0.010     1.305     0.014     0.732     0.047     1.732     0.020
1647      253.659304   -45.159106  1704.970 1153.450    17.915     0.010     1.308     0.012     0.785     0.046     1.817     0.019
1648      253.744285   -45.236385  1211.470 1794.240    17.918     0.012     1.717     0.018     nan     nan     2.351     0.015
1649      253.828066   -45.354013   724.938 2769.590    17.918     0.008     1.426     0.011     0.762     0.050     1.982     0.019
1650      253.744152   -45.039730  1212.240  163.598    17.919     0.017     1.582     0.022     nan     nan     1.717     0.025
1651      253.719817   -45.204646  1353.560 1531.060    17.921     0.012     1.252     0.015     0.643     0.044     1.737     0.018
1652      253.752005   -45.057337  1166.640  309.595    17.922     0.008     1.325     0.011     1.047     0.065     1.772     0.016
1653      253.886020   -45.174458   388.386 1280.750    17.923     0.009     1.433     0.012     0.652     0.048     1.978     0.017
1654      253.633555   -45.287843  1854.500 2220.920    17.923     0.009     2.351     0.018     nan     nan     3.115     0.018
1655      253.687178   -45.311912  1543.100 2420.500    17.928     0.011     1.281     0.014     1.480     0.067     1.634     0.023
1656      253.938632   -45.047197    82.855  225.510    17.928     0.017     1.308     0.024     0.697     0.053     1.884     0.024
1657      253.619309   -45.124342  1937.230  865.193    17.929     0.009     1.700     0.013     nan     nan     2.286     0.016
1658      253.655729   -45.363177  1725.730 2845.580    17.931     0.005     1.579     0.011     0.971     0.063     2.122     0.021
1659      253.654464   -45.365854  1733.080 2867.780    17.931     0.006     1.439     0.010     0.832     0.056     1.998     0.024
1660      253.759776   -45.168506  1121.510 1231.390    17.934     0.009     1.469     0.013     nan     nan     2.053     0.015
1661      253.740651   -45.199119  1232.570 1485.230    17.934     0.011     1.538     0.014     nan     nan     2.078     0.016
1662      253.867142   -45.223028   498.013 1683.480    17.936     0.011     1.485     0.016     0.751     0.053     2.048     0.016
1663      253.892291   -45.031559   351.969   95.845    17.936     0.014     1.141     0.016     0.479     0.035     1.672     0.025
1664      253.686431   -45.128419  1547.440  898.997    17.936     0.013     1.232     0.016     0.580     0.043     1.539     0.026
1665      253.636662   -45.026553  1836.460   54.337    17.938     0.008     1.207     0.011     0.772     0.041     1.759     0.020
1666      253.646413   -45.153456  1779.830 1106.600    17.940     0.009     1.205     0.014     0.671     0.042     1.648     0.020
1667      253.773872   -45.317491  1039.650 2466.760    17.940     0.009     1.309     0.013     0.806     0.050     1.715     0.021
1668      253.938269   -45.343731    84.965 2684.340    17.943     0.008     1.463     0.013     nan     nan     2.041     0.017
1669      253.889353   -45.134591   369.033  950.178    17.945     0.008     1.462     0.012     0.595     0.049     2.012     0.017
1670      253.719867   -45.060925  1353.270  339.346    17.947     0.006     1.243     0.010     nan     nan     1.674     0.018
1671      253.608195   -45.289437  2001.770 2234.140    17.950     0.007     1.596     0.013     nan     nan     2.226     0.019
1672      253.676655   -45.023213  1604.210   26.645    17.950     0.008     1.271     0.010     0.849     0.050     1.778     0.021
1673      253.640708   -45.163175  1812.960 1187.190    17.950     0.010     1.110     0.013     0.361     0.032     1.567     0.023
1674      253.799295   -45.043925   892.016  198.382    17.950     0.011     1.263     0.014     0.889     0.052     1.655     0.027
1675      253.725841   -45.178491  1318.580 1314.190    17.951     0.011     1.363     0.017     0.851     0.054     1.848     0.017
1676      253.685132   -45.134295  1554.980  947.719    17.952     0.010     1.126     0.012     0.520     0.036     1.530     0.019
1677      253.752783   -45.325061  1162.120 2529.530    17.952     0.008     1.317     0.014     0.724     0.050     1.758     0.020
1678      253.866567   -45.378880   501.352 2975.790    17.953     0.014     1.661     0.021     nan     nan     2.390     0.022
1679      253.782910   -45.034495   987.164  120.194    17.954     0.009     1.235     0.012     0.721     0.046     1.718     0.021
1680      253.603408   -45.086705  2029.570  553.111    17.954     0.009     1.102     0.014     0.597     0.039     1.592     0.022
1681      253.713954   -45.085699  1387.610  544.764    17.955     0.008     1.260     0.011     1.075     0.055     1.619     0.017
1682      253.605356   -45.199212  2018.260 1486.000    17.956     0.009     1.397     0.014     0.747     0.049     1.812     0.020
1683      253.823708   -45.021672   750.245   13.864    17.957     0.010     1.432     0.014     1.256     0.076     2.127     0.020
1684      253.809364   -45.354981   833.542 2777.620    17.959     0.007     1.638     0.014     nan     nan     2.153     0.017
1685      253.627012   -45.207299  1892.500 1553.060    17.959     0.008     1.307     0.012     0.999     0.049     1.671     0.021
1686      253.794624   -45.304919   919.140 2362.510    17.959     0.012     1.319     0.018     nan     nan     1.851     0.022
1687      253.732901   -45.199333  1277.580 1487.010    17.961     0.012     1.763     0.017     nan     nan     2.356     0.016
1688      253.736040   -45.227161  1259.350 1717.750    17.961     0.013     1.470     0.017     0.965     0.081     2.130     0.017
1689      253.770838   -45.380858  1057.270 2992.190    17.964     0.008     1.478     0.012     nan     nan     1.921     0.019
1690      253.601347   -45.074642  2041.540  453.083    17.965     0.020     1.339     0.024     0.943     0.062     2.079     0.029
1691      253.629050   -45.154734  1880.660 1117.200    17.967     0.009     1.291     0.012     1.000     0.060     1.746     0.020
1692      253.795324   -45.130602   915.075  917.099    17.968     0.006     1.262     0.010     0.640     0.045     1.795     0.016
1693      253.704860   -45.179919  1440.420 1326.030    17.968     0.020     1.473     0.024     0.882     0.068     2.118     0.025
1694      253.759120   -45.161038  1125.320 1169.470    17.969     0.010     1.525     0.014     0.814     0.055     2.027     0.016
1695      253.819267   -45.024330   776.036   35.902    17.972     0.010     1.275     0.014     nan     nan     1.721     0.025
1696      253.721303   -45.251402  1344.930 1918.760    17.972     0.019     1.463     0.025     0.773     0.057     2.007     0.030
1697      253.675749   -45.350059  1609.470 2736.810    17.973     0.006     1.518     0.011     1.055     0.063     2.063     0.018
1698      253.708197   -45.239515  1421.040 1820.190    17.973     0.014     1.596     0.019     0.919     0.066     2.192     0.018
1699      253.705936   -45.259439  1434.170 1985.400    17.973     0.014     1.574     0.020     nan     nan     2.155     0.022
1700      253.666609   -45.156256  1662.550 1129.820    17.974     0.010     1.458     0.015     0.827     0.058     1.947     0.019
1701      253.687302   -45.042618  1542.380  187.544    17.976     0.008     1.192     0.011     0.703     0.042     1.808     0.016
1702      253.857008   -45.249111   556.867 1899.760    17.976     0.015     1.459     0.019     nan     nan     2.078     0.019
1703      253.798287   -45.096369   897.868  633.243    17.976     0.010     1.228     0.014     0.594     0.041     1.636     0.024
1704      253.909037   -45.219322   254.719 1652.750    17.977     0.008     1.581     0.015     nan     nan     2.144     0.025
1705      253.684394   -45.242454  1559.270 1844.560    17.979     0.011     1.323     0.014     0.710     0.047     1.799     0.019
1706      253.838196   -45.341474   666.109 2665.620    17.980     0.021     1.434     0.025     0.719     0.050     2.224     0.028
1707      253.734449   -45.100979  1268.590  671.465    17.982     0.008     1.298     0.011     0.927     0.060     1.888     0.014
1708      253.657990   -45.121546  1712.600  842.007    17.982     0.009     1.165     0.011     0.680     0.043     1.609     0.019
1709      253.932597   -45.082185   117.902  515.632    17.984     0.010     1.452     0.015     0.679     0.051     2.024     0.016
1710      253.794429   -45.032315   920.273  102.115    17.984     0.009     1.333     0.012     0.775     0.049     1.950     0.018
1711      253.779691   -45.120857  1005.860  836.290    17.985     0.010     1.122     0.013     0.437     0.035     1.457     0.022
1712      253.601552   -45.053275  2040.350  275.908    17.985     0.010     1.149     0.014     0.642     0.047     1.868     0.022
1713      253.767506   -45.037845  1076.620  147.971    17.989     0.009     1.112     0.012     0.936     0.043     1.620     0.020
1714      253.649735   -45.215630  1760.540 1622.140    17.991     0.009     1.335     0.014     nan     nan     1.783     0.020
1715      253.631258   -45.235671  1867.840 1788.320    17.991     0.009     1.539     0.014     0.894     0.070     2.111     0.022
1716      253.809972   -45.315065   830.012 2446.640    17.992     0.008     1.378     0.014     0.775     0.071     1.932     0.017
1717      253.751550   -45.357083  1169.280 2795.050    17.994     0.008     1.475     0.014     0.859     0.063     1.979     0.019
1718      253.886224   -45.349909   387.200 2735.560    17.994     0.026     1.541     0.042       -0.179     0.067     2.028     0.031
1719      253.901725   -45.032972   297.185  107.560    17.994     0.014     1.173     0.018     0.615     0.039     1.613     0.032
1720      253.909708   -45.320920   250.822 2495.190    17.995     0.010     1.450     0.014     nan     nan     1.905     0.017
1721      253.820020   -45.248811   771.663 1897.270    17.995     0.014     1.399     0.018     0.683     0.052     2.023     0.018
1722      253.713516   -45.355662  1390.150 2783.270    17.997     0.008     1.658     0.012     nan     nan     2.278     0.016
1723      253.767256   -45.379763  1078.070 2983.110    17.998     0.015     1.412     0.019     0.726     0.062     1.984     0.024
1724      253.659314   -45.237855  1704.910 1806.430    17.999     0.011     1.459     0.016     nan     nan     2.038     0.021
1725      253.679303   -45.162675  1588.830 1183.040    17.999     0.010     1.349     0.014     0.964     0.063     1.811     0.024
1726      253.764994   -45.334285  1091.210 2606.010    18.000     0.009     1.340     0.013     0.975     0.066     1.715     0.020
1727      253.749437   -45.046687  1181.550  221.286    18.002     0.008     1.180     0.022     0.507     0.045     1.699     0.020
1728      253.788127   -45.330910   956.868 2578.030    18.002     0.009     1.424     0.014     nan     nan     1.974     0.020
1729      253.860593   -45.234089   536.045 1775.200    18.005     0.012     1.487     0.017     0.677     0.052     2.016     0.017
1730      253.793145   -45.331983   927.728 2586.920    18.007     0.008     1.388     0.011     0.817     0.050     1.870     0.020
1731      253.602867   -45.224476  2032.710 1695.490    18.009     0.012     1.274     0.017     0.394     0.073     1.708     0.023
1732      253.760790   -45.037668  1115.620  146.500    18.011     0.009     1.082     0.011     0.554     0.037     1.576     0.020
1733      253.736994   -45.261692  1253.810 2004.080    18.012     0.013     1.506     0.020     nan     nan     2.071     0.018
1734      253.783077   -45.301249   986.194 2332.080    18.012     0.009     1.321     0.014     0.828     0.054     1.806     0.019
1735      253.871894   -45.072896   470.418  438.603    18.013     0.010     1.295     0.012     0.793     0.052     1.717     0.020
1736      253.845723   -45.181445   622.400 1338.680    18.019     0.011     1.550     0.016     nan     nan     1.980     0.021
1737      253.873892   -45.098867   458.816  653.958    18.020     0.008     1.312     0.012     0.835     0.056     1.907     0.016
1738      253.810736   -45.317099   825.573 2463.510    18.020     0.010     1.417     0.014     0.853     0.065     1.751     0.020
1739      253.842242   -45.069639   642.615  411.600    18.022     0.009     1.187     0.012     0.550     0.041     1.639     0.020
1740      253.714119   -45.154902  1386.650 1118.590    18.024     0.011     1.383     0.016     1.061     0.061     1.816     0.018
1741      253.947185   -45.334661    33.186 2609.130    18.026     0.008     1.598     0.014     nan     nan     2.089     0.018
1742      253.673178   -45.314976  1624.400 2445.900    18.026     0.009     1.609     0.014     nan     nan     2.191     0.019
1743      253.662891   -45.095274  1684.140  624.166    18.026     0.009     1.183     0.011     0.732     0.046     1.580     0.020
1744      253.736985   -45.265748  1253.860 2037.710    18.026     0.018     1.300     0.021     0.788     0.050     2.119     0.022
1745      253.840743   -45.243361   651.319 1852.080    18.026     0.024     1.483     0.039     nan     nan     2.140     0.028
1746      253.840702   -45.054937   651.558  289.690    18.028     0.009     1.221     0.014     0.749     0.048     1.797     0.017
1747      253.767615   -45.238551  1075.990 1812.200    18.028     0.016     1.775     0.022     nan     nan     2.572     0.020
1748      253.799687   -45.070765   889.740  420.935    18.028     0.008     1.229     0.014     nan     nan     1.664     0.021
1749      253.702525   -45.174770  1453.980 1283.330    18.030     0.010     1.311     0.014     0.808     0.056     1.827     0.018
1750      253.950528   -45.363423    13.777 2847.620    18.030     0.010     1.312     0.015     nan     nan     1.860     0.027
1751      253.908345   -45.160745   258.741 1167.040    18.032     0.007     1.482     0.012     nan     nan     1.947     0.027
1752      253.639138   -45.160785  1822.080 1167.370    18.033     0.011     1.357     0.014     0.546     0.052     1.807     0.022
1753      253.603675   -45.213295  2028.020 1602.780    18.034     0.009     1.235     0.013     0.671     0.044     1.711     0.022
1754      253.675322   -45.022503  1611.950   20.752    18.037     0.009     1.219     0.013     nan     nan     1.806     0.025
1755      253.801332   -45.262774   880.183 2013.050    18.041     0.013     1.404     0.017     nan     nan     1.972     0.017
1756      253.605984   -45.048884  2014.610  239.501    18.042     0.009     1.164     0.014     0.848     0.052     1.820     0.019
1757      253.700179   -45.289127  1467.600 2231.570    18.043     0.014     1.599     0.018     nan     nan     2.243     0.025
1758      253.708583   -45.213015  1418.800 1600.460    18.044     0.012     1.307     0.016     nan     nan     1.796     0.019
1759      253.749144   -45.345515  1183.250 2699.130    18.044     0.010     1.340     0.014     0.949     0.062     1.742     0.021
1760      253.638289   -45.337090  1827.010 2629.270    18.045     0.009     1.536     0.014     nan     nan     2.172     0.021
1761      253.645669   -45.107041  1784.150  721.730    18.045     0.009     1.173     0.014     0.665     0.046     1.602     0.022
1762      253.788929   -45.296038   952.214 2288.870    18.050     0.012     1.351     0.017     nan     nan     1.918     0.021
1763      253.601448   -45.040230  2040.950  167.746    18.055     0.012     1.090     0.016     0.702     0.045     1.788     0.025
1764      253.713015   -45.280430  1393.060 2159.450    18.055     0.033     1.519     0.036     0.761     0.070     2.121     0.036
1765      253.765409   -45.306717  1088.800 2377.420    18.056     0.010     1.392     0.014     nan     nan     1.913     0.019
1766      253.613127   -45.290607  1973.130 2243.840    18.056     0.008     1.536     0.013     nan     nan     2.188     0.021
1767      253.663463   -45.117868  1680.820  811.513    18.056     0.012     1.221     0.015     0.835     0.046     1.688     0.022
1768      253.834390   -45.033954   688.211  115.708    18.057     0.011     1.252     0.014     0.705     0.049     1.571     0.027
1769      253.773566   -45.037570  1041.430  145.688    18.057     0.030     1.303     0.070     nan     nan     1.745     0.042
1770      253.816031   -45.124532   794.828  866.768    18.058     0.009     1.338     0.014     0.774     0.062     1.803     0.017
1771      253.832438   -45.099063   699.547  655.580    18.060     0.009     1.592     0.013     nan     nan     2.009     0.015
1772      253.663387   -45.179456  1681.260 1322.190    18.060     0.010     1.577     0.017     0.847     0.083     2.171     0.017
