ID        alpha     delta          x         y         v         ev        bv        ebv       ub        eub       vi        evi
257       250.206385-43.311290   220.535   560.147    15.286     0.002     0.732     0.003     INDEF     INDEF     1.028     0.003
258       250.096387-43.333789   944.348   761.820    15.289     0.003     0.756     0.003     0.406     0.016     1.018     0.003
259       250.166047-43.452358   485.973  1824.650    15.289     0.007     1.919     0.014     INDEF     INDEF     2.232     0.008
260       250.070528-43.266303  1114.510   156.895    15.292     0.002     0.752     0.005     0.931     0.008     1.119     0.003
261       250.191922-43.402610   315.708  1378.720    15.313     0.010     0.989     0.009    -1.343     0.005     1.435     0.048
262       250.166486-43.392718   483.085  1290.050    15.314     0.006     0.846     0.007     0.333     0.016     1.235     0.010
263       250.157859-43.432219   539.852  1644.130    15.315     0.003     0.996     0.003     INDEF     INDEF     1.291     0.003
264       250.036306-43.322705  1339.700   662.471    15.318     0.004     0.929     0.005     INDEF     INDEF     1.311     0.007
265       250.239560-43.430191     2.238  1625.950    15.321     0.007     0.924     0.013     INDEF     INDEF     1.286     0.009
266       249.950431-43.294320  1904.780   408.029    15.327     0.003     0.824     0.003     INDEF     INDEF     1.152     0.004
267       250.111601-43.318983   844.236   629.109    15.328     0.003     1.904     0.005     INDEF     INDEF     2.255     0.005
268       250.087854-43.341410  1000.500   830.132    15.333     0.003     1.040     0.003     0.393     0.017     1.347     0.003
269       249.934951-43.337184  2006.640   792.252    15.355     0.004     0.799     0.004     0.475     0.019     1.105     0.004
270       250.086757-43.251286  1007.720    22.286    15.356     0.003     0.745     0.005     INDEF     INDEF     1.139     0.003
271       250.089557-43.352808   989.291   932.305    15.357     0.006     1.866     0.007     INDEF     INDEF     2.250     0.006
272       250.007568-43.358177  1528.800   980.436    15.361     0.002     0.764     0.003     0.380     0.016     1.036     0.003
273       250.032794-43.305826  1362.810   511.167    15.369     0.003     0.988     0.004     INDEF     INDEF     1.358     0.004
274       250.098725-43.326719   928.968   698.452    15.370     0.002     0.871     0.002     INDEF     INDEF     1.220     0.003
275       249.940578-43.408734  1969.610  1433.610    15.384     0.007     2.510     0.020     INDEF     INDEF     3.139     0.008
276       250.100554-43.428321   916.932  1609.190    15.386     0.002     0.795     0.003     0.365     0.016     1.070     0.003
277       250.087849-43.291972  1000.530   386.984    15.391     0.002     0.816     0.004     INDEF     INDEF     1.158     0.003
278       250.128566-43.416722   732.603  1505.220    15.391     0.002     0.786     0.003     INDEF     INDEF     1.057     0.003
279       250.121113-43.281292   781.645   291.248    15.394     0.002     0.738     0.003     0.496     0.018     1.088     0.003
280       250.087815-43.336477  1000.760   785.921    15.398     0.003     0.997     0.003     0.429     0.020     1.238     0.003
281       250.061212-43.385409  1175.810  1224.530    15.401     0.003     0.928     0.003     0.359     0.019     1.269     0.003
282       250.110528-43.384541   851.297  1216.750    15.419     0.003     0.799     0.003     0.359     0.016     1.087     0.003
283       250.000028-43.316018  1578.420   602.530    15.426     0.003     0.870     0.003     INDEF     INDEF     1.235     0.003
284       250.004783-43.395365  1547.130  1313.780    15.432     0.002     0.794     0.002     0.378     0.016     1.120     0.002
285       249.963643-43.431378  1817.840  1636.590    15.432     0.002     1.142     0.003     INDEF     INDEF     1.606     0.003
286       249.939761-43.355049  1974.990   952.392    15.454     0.002     0.821     0.003     0.499     0.019     1.204     0.007
287       250.135434-43.408277   687.410  1429.520    15.474     0.002     0.785     0.003     INDEF     INDEF     1.047     0.003
288       250.201649-43.348269   251.701   891.622    15.490     0.002     0.923     0.003     INDEF     INDEF     1.215     0.003
289       250.195012-43.429860   295.377  1622.980    15.503     0.004     1.541     0.004     INDEF     INDEF     1.803     0.004
290       250.127265-43.401231   741.163  1366.360    15.520     0.003     0.969     0.004     INDEF     INDEF     1.314     0.004
291       249.972138-43.337739  1761.940   797.228    15.520     0.003     1.045     0.003     INDEF     INDEF     1.265     0.003
292       250.146727-43.429371   613.101  1618.600    15.529     0.002     0.798     0.003     0.293     0.017     1.076     0.003
293       250.020645-43.298062  1442.750   441.573    15.532     0.003     0.955     0.004     INDEF     INDEF     1.336     0.005
294       250.064714-43.406747  1152.770  1415.800    15.537     0.003     1.181     0.003     INDEF     INDEF     1.512     0.003
295       250.128267-43.295114   734.574   415.147    15.545     0.002     0.873     0.004     INDEF     INDEF     1.126     0.002
296       250.071388-43.401431  1108.850  1368.150    15.567     0.002     0.845     0.003     0.474     0.024     1.145     0.003
297       250.010118-43.397069  1512.020  1329.050    15.570     0.002     0.956     0.003     0.363     0.021     1.344     0.002
298       250.170391-43.318777   457.384   627.258    15.575     0.002     0.804     0.003     INDEF     INDEF     1.152     0.005
299       249.938364-43.364864  1984.180  1040.370    15.585     0.004     2.012     0.007     INDEF     INDEF     2.480     0.007
300       250.040140-43.426241  1314.470  1590.540    15.585     0.002     0.853     0.003     INDEF     INDEF     1.178     0.003
301       250.220488-43.362519   127.733  1019.350    15.593     0.012     1.044     0.013     INDEF     INDEF     1.370     0.015
302       249.973048-43.441515  1755.950  1727.460    15.596     0.005     0.990     0.005     INDEF     INDEF     1.408     0.007
303       250.128504-43.333927   733.010   763.057    15.610     0.003     0.945     0.003     0.426     0.021     1.156     0.003
304       249.980692-43.355879  1705.650   959.833    15.616     0.003     0.860     0.003     INDEF     INDEF     1.190     0.003
305       249.987615-43.326408  1660.100   695.662    15.618     0.003     1.067     0.004     INDEF     INDEF     1.449     0.004
306       250.099352-43.460097   924.839  1894.020    15.626     0.002     0.833     0.004     0.364     0.022     1.153     0.003
307       250.175800-43.344052   421.793   853.822    15.633     0.003     0.938     0.004     INDEF     INDEF     1.248     0.004
308       250.169711-43.443825   461.858  1748.160    15.643     0.003     1.062     0.004    -1.002     0.005     1.320     0.004
309       250.056841-43.344410  1204.570   857.032    15.650     0.002     0.830     0.003     INDEF     INDEF     1.135     0.002
310       250.040433-43.353727  1312.540   940.543    15.651     0.002     0.844     0.003     2.621     0.014     1.163     0.003
311       250.124339-43.449473   760.421  1798.790    15.655     0.002     0.967     0.003     0.253     0.024     1.288     0.003
312       250.197318-43.393065   280.197  1293.160    15.657     0.002     0.942     0.003     INDEF     INDEF     1.262     0.003
313       250.163064-43.380200   505.603  1177.840    15.658     0.002     0.818     0.003     INDEF     INDEF     1.110     0.003
314       250.212186-43.367183   182.366  1061.160    15.659     0.002     1.938     0.005     INDEF     INDEF     2.317     0.004
315       250.114963-43.409136   822.114  1437.220    15.666     0.002     0.930     0.003     INDEF     INDEF     1.267     0.003
316       250.084233-43.435225  1024.330  1671.070    15.667     0.003     1.043     0.004     INDEF     INDEF     1.393     0.004
317       250.136206-43.318817   682.329   627.616    15.671     0.003     1.154     0.004     INDEF     INDEF     1.418     0.003
318       250.107873-43.350149   868.769   908.472    15.674     0.003     0.942     0.004    -2.710     0.003     1.263     0.005
319       250.080821-43.359909  1046.780   995.959    15.703     0.003     0.850     0.003     0.007     0.004     1.163     0.003
320       250.183960-43.432361   368.100  1645.400    15.710     0.003     1.400     0.004     INDEF     INDEF     1.810     0.003
321       250.163575-43.340595   502.237   822.828    15.714     0.002     1.799     0.014     INDEF     INDEF     2.223     0.004
322       250.028578-43.463717  1390.550  1926.470    15.717     0.002     2.022     0.007     INDEF     INDEF     2.504     0.004
323       250.077847-43.326305  1066.350   694.735    15.719     0.002     0.971     0.003     INDEF     INDEF     1.307     0.002
324       250.202009-43.459627   249.330  1889.810    15.736     0.008     1.020     0.015     INDEF     INDEF     0.423     0.011
325       250.210693-43.291614   192.186   383.775    15.740     0.002     2.390     0.010     INDEF     INDEF     3.046     0.004
326       249.934337-43.347167  2010.680   881.739    15.753     0.004     0.923     0.004     0.235     0.024     1.212     0.004
327       249.981087-43.428487  1703.050  1610.680    15.755     0.002     1.224     0.004     INDEF     INDEF     1.582     0.003
328       250.009764-43.299673  1514.350   456.015    15.761     0.003     0.894     0.004     INDEF     INDEF     1.260     0.003
329       249.981144-43.282594  1702.680   302.926    15.772     0.003     0.990     0.004     INDEF     INDEF     1.187     0.004
330       250.077619-43.358937  1067.850   987.249    15.776     0.007     0.843     0.009     INDEF     INDEF     1.283     0.010
331       250.021736-43.337374  1435.570   793.958    15.788     0.002     0.846     0.003     INDEF     INDEF     1.143     0.003
332       250.021256-43.442224  1438.730  1733.810    15.807     0.002     1.028     0.004     INDEF     INDEF     1.431     0.003
333       250.224483-43.348933   101.448   897.568    15.807     0.002     1.112     0.004     INDEF     INDEF     1.345     0.002
334       250.058916-43.309460  1190.920   543.741    15.813     0.002     1.137     0.004     INDEF     INDEF     1.553     0.003
335       249.936788-43.369703  1994.550  1083.750    15.815     0.009     1.147     0.009     INDEF     INDEF     1.646     0.013
336       250.092803-43.273817   967.936   224.243    15.822     0.002     1.067     0.005     INDEF     INDEF     1.428     0.003
337       250.047611-43.345093  1265.310   863.153    15.822     0.003     1.103     0.003     INDEF     INDEF     1.424     0.003
338       250.042920-43.439934  1296.180  1713.280    15.835     0.002     1.179     0.004     INDEF     INDEF     1.533     0.003
339       250.006044-43.365037  1538.830  1041.920    15.836     0.003     0.889     0.003     INDEF     INDEF     1.197     0.003
340       250.072048-43.325701  1104.510   689.325    15.859     0.003     0.953     0.003     INDEF     INDEF     1.316     0.003
341       250.220746-43.327385   126.041   704.416    15.866     0.002     0.830     0.003     INDEF     INDEF     1.174     0.002
342       250.102808-43.418589   902.100  1521.950    15.871     0.003     1.083     0.004     INDEF     INDEF     1.462     0.003
343       250.165049-43.284813   492.541   322.812    15.879     0.002     0.895     0.005     INDEF     INDEF     1.281     0.002
344       250.223810-43.368277   105.877  1070.970    15.884     0.002     0.943     0.004     INDEF     INDEF     1.170     0.003
345       250.053571-43.351894  1226.090   924.115    15.890     0.002     0.920     0.003     INDEF     INDEF     1.295     0.004
346       250.097935-43.442726   934.162  1738.310    15.895     0.002     0.984     0.004     INDEF     INDEF     1.355     0.003
347       250.118599-43.394551   798.189  1306.480    15.898     0.003     0.861     0.004     INDEF     INDEF     1.186     0.004
348       250.181260-43.407812   385.864  1425.350    15.903     0.002     0.879     0.004    -1.552     0.004     1.188     0.003
349       250.121077-43.437731   781.882  1693.540    15.904     0.002     0.900     0.003     INDEF     INDEF     1.249     0.003
350       249.982483-43.385503  1693.870  1225.380    15.914     0.002     1.047     0.005     INDEF     INDEF     1.401     0.003
351       250.204893-43.254311   230.355    49.397    15.919     0.009     0.982     0.010     INDEF     INDEF     1.534     0.011
352       250.103726-43.318343   896.057   623.366    15.921     0.002     0.847     0.004     INDEF     INDEF     1.199     0.003
353       250.136671-43.280656   679.272   285.550    15.926     0.002     1.067     0.005     INDEF     INDEF     1.294     0.002
354       250.215041-43.305283   163.581   506.303    15.946     0.002     0.861     0.003     INDEF     INDEF     1.263     0.003
355       249.955634-43.365125  1870.540  1042.710    15.948     0.002     0.933     0.004     INDEF     INDEF     1.299     0.003
356       250.113554-43.269298   831.385   183.744    15.960     0.002     0.878     0.004     INDEF     INDEF     1.353     0.003
357       250.131613-43.266998   712.552   163.120    15.969     0.002     0.905     0.005     INDEF     INDEF     1.334     0.002
358       250.000476-43.378499  1575.470  1162.590    15.971     0.002     0.890     0.004     INDEF     INDEF     1.253     0.003
359       250.041316-43.433088  1306.730  1651.920    15.977     0.002     0.902     0.004     INDEF     INDEF     1.262     0.003
360       250.019844-43.265432  1448.020   149.086    15.981     0.008     0.928     0.010     INDEF     INDEF     1.279     0.009
361       250.193675-43.473870   304.172  2017.480    15.982     0.005     0.889     0.006    -2.567     0.004     1.205     0.006
362       250.226560-43.301450    87.780   471.944    15.999     0.003     1.135     0.005     INDEF     INDEF     1.572     0.004
363       250.178677-43.259076   402.865    92.109    16.003     0.007     1.072     0.008     INDEF     INDEF     1.448     0.007
364       250.079026-43.345208  1058.590   864.183    16.004     0.003     1.252     0.006     INDEF     INDEF     1.560     0.003
365       249.991522-43.410267  1634.390  1447.360    16.018     0.002     1.029     0.004     INDEF     INDEF     1.458     0.003
366       250.049872-43.264618  1250.430   141.792    16.020     0.003     2.313     0.013     INDEF     INDEF     2.823     0.005
367       250.165617-43.372643   488.798  1110.100    16.024     0.003     0.967     0.004     INDEF     INDEF     1.199     0.003
368       249.979680-43.462232  1712.310  1913.160    16.033     0.004     0.979     0.005     INDEF     INDEF     1.508     0.009
369       250.121382-43.387812   779.880  1246.070    16.038     0.003     0.877     0.004     INDEF     INDEF     1.211     0.003
370       250.118803-43.349034   796.850   898.477    16.041     0.003     0.891     0.005     INDEF     INDEF     1.234     0.003
371       250.006717-43.292580  1534.400   392.434    16.079     0.003     1.328     0.006     INDEF     INDEF     1.666     0.004
372       250.206259-43.379781   221.367  1174.090    16.080     0.002     0.949     0.004     INDEF     INDEF     1.259     0.003
373       250.062493-43.298126  1167.380   442.149    16.082     0.002     1.102     0.004     INDEF     INDEF     1.486     0.003
374       250.171769-43.364740   448.318  1039.260    16.085     0.002     1.066     0.004     INDEF     INDEF     1.326     0.003
375       250.176137-43.319411   419.574   632.941    16.085     0.002     0.885     0.004     INDEF     INDEF     1.266     0.003
376       250.158693-43.309436   534.362   543.532    16.102     0.016     1.129     0.017     INDEF     INDEF     1.353     0.024
377       250.195220-43.315531   294.006   598.163    16.104     0.003     0.978     0.004     INDEF     INDEF     1.341     0.004
378       250.087383-43.317633  1003.600   617.006    16.109     0.002     0.999     0.004     INDEF     INDEF     1.408     0.003
379       250.086498-43.471126  1009.420  1992.880    16.109     0.002     0.940     0.004     INDEF     INDEF     1.326     0.004
380       250.045236-43.445852  1280.940  1766.330    16.111     0.002     1.209     0.004     INDEF     INDEF     1.650     0.004
381       250.130507-43.342813   719.833   842.714    16.114     0.003     0.873     0.004     INDEF     INDEF     1.213     0.003
382       249.964543-43.252616  1811.920    34.205    16.117     0.008     0.911     0.008     INDEF     INDEF     1.218     0.009
383       250.016284-43.375809  1471.450  1138.480    16.118     0.002     0.942     0.003     INDEF     INDEF     1.324     0.003
384       250.218908-43.259868   138.134    99.207    16.120     0.009     1.173     0.011     INDEF     INDEF     1.762     0.011
385       250.171294-43.281551   451.447   293.575    16.126     0.003     0.897     0.004     INDEF     INDEF     1.361     0.004
386       250.224252-43.361675   102.965  1011.790    16.132     0.003     1.126     0.005     0.859     0.014     1.424     0.004
387       250.027671-43.408381  1396.520  1430.450    16.133     0.003     0.934     0.004     INDEF     INDEF     1.315     0.003
388       250.090419-43.358900   983.624   986.917    16.140     0.003     0.896     0.004     0.264     0.026     1.224     0.003
389       250.023258-43.351375  1425.560   919.462    16.140     0.002     1.185     0.004     INDEF     INDEF     1.473     0.003
390       250.108253-43.310325   866.268   551.495    16.143     0.003     0.894     0.004     INDEF     INDEF     1.268     0.004
391       250.197899-43.340052   276.378   817.964    16.148     0.003     0.933     0.004     INDEF     INDEF     1.288     0.004
392       250.111883-43.423198   842.381  1563.270    16.152     0.009     1.344     0.012     INDEF     INDEF     2.301     0.010
393       250.041365-43.289654  1306.410   366.205    16.153     0.003     1.093     0.005     INDEF     INDEF     1.454     0.004
394       249.985027-43.325300  1677.130   685.731    16.155     0.004     1.002     0.005     INDEF     INDEF     1.415     0.004
395       250.046049-43.345296  1275.590   864.967    16.159     0.002     1.069     0.004     INDEF     INDEF     1.473     0.003
396       250.069186-43.339419  1123.340   812.286    16.161     0.002     1.008     0.004     INDEF     INDEF     1.382     0.003
397       250.170177-43.295796   458.794   421.262    16.171     0.002     1.018     0.006     INDEF     INDEF     1.398     0.003
398       250.212013-43.379103   183.503  1168.010    16.172     0.002     0.889     0.004     INDEF     INDEF     1.212     0.005
399       250.101245-43.302551   912.382   481.811    16.173     0.003     0.919     0.005     INDEF     INDEF     1.328     0.004
400       250.119533-43.460512   792.046  1897.740    16.191     0.002     1.164     0.004     INDEF     INDEF     1.481     0.003
401       250.092945-43.413117   967.002  1472.900    16.192     0.004     1.066     0.005     INDEF     INDEF     1.398     0.004
402       250.129656-43.472817   725.434  2008.040    16.193     0.004     1.077     0.005     INDEF     INDEF     1.378     0.005
403       250.084810-43.285147  1020.530   325.806    16.197     0.003     0.956     0.006     INDEF     INDEF     1.410     0.004
404       250.175671-43.442744   422.641  1738.470    16.205     0.004     1.408     0.005     INDEF     INDEF     1.744     0.004
405       250.121162-43.331327   781.325   739.753    16.207     0.003     0.913     0.004     INDEF     INDEF     1.279     0.003
406       249.969345-43.309712  1780.320   546.005    16.214     0.004     1.074     0.005     INDEF     INDEF     1.465     0.004
407       249.943537-43.358780  1950.140   985.838    16.214     0.005     1.070     0.013     INDEF     INDEF     1.319     0.007
408       250.089298-43.328267   990.999   712.322    16.214     0.002     0.925     0.004     INDEF     INDEF     1.301     0.003
409       250.116840-43.399173   809.762  1347.910    16.216     0.003     1.186     0.004     INDEF     INDEF     1.579     0.003
410       250.222313-43.420122   115.729  1535.690    16.216     0.015     1.024     0.023     INDEF     INDEF     1.373     0.017
411       250.205343-43.339651   227.392   814.368    16.224     0.002     0.935     0.004     INDEF     INDEF     1.307     0.003
412       249.981791-43.262895  1698.420   126.341    16.225     0.002     1.020     0.005     INDEF     INDEF     1.423     0.003
413       250.010010-43.405010  1512.730  1400.230    16.229     0.002     0.917     0.004     INDEF     INDEF     1.292     0.003
414       249.936174-43.402696  1998.590  1379.490    16.231     0.003     1.120     0.006     INDEF     INDEF     1.497     0.004
415       250.156932-43.319628   545.949   634.889    16.232     0.013     0.996     0.015     INDEF     INDEF     1.225     0.013
416       250.172043-43.388488   446.517  1252.130    16.239     0.003     2.519     0.015     INDEF     INDEF     3.010     0.003
417       250.138969-43.297821   664.148   439.418    16.247     0.003     1.422     0.007     INDEF     INDEF     1.830     0.003
418       250.131144-43.301327   715.642   470.844    16.248     0.003     1.170     0.006     INDEF     INDEF     1.616     0.004
419       250.076944-43.317551  1072.290   616.266    16.258     0.003     0.931     0.005     INDEF     INDEF     1.298     0.004
420       250.069589-43.279748  1120.690   277.412    16.266     0.002     2.147     0.012     INDEF     INDEF     2.582     0.005
421       250.183754-43.368453   369.455  1072.540    16.270     0.003     1.093     0.005     INDEF     INDEF     1.353     0.004
422       250.201976-43.271137   249.546   200.223    16.271     0.005     1.552     0.009     INDEF     INDEF     1.923     0.006
423       250.094685-43.361876   955.552  1013.590    16.271     0.003     1.306     0.005     INDEF     INDEF     1.697     0.003
424       250.135406-43.402014   687.595  1373.380    16.271     0.003     0.926     0.004     INDEF     INDEF     1.274     0.004
425       250.020246-43.392715  1445.380  1290.020    16.276     0.003     1.236     0.005     INDEF     INDEF     1.409     0.004
426       250.061381-43.325616  1174.700   688.562    16.276     0.003     1.066     0.005     INDEF     INDEF     1.402     0.005
427       250.157257-43.465722   543.810  1944.440    16.278     0.003     0.924     0.005     INDEF     INDEF     1.256     0.004
428       250.221717-43.393296   119.647  1295.230    16.305     0.003     1.045     0.005     INDEF     INDEF     1.419     0.007
429       250.107489-43.335808   871.300   779.919    16.307     0.003     0.917     0.004     INDEF     INDEF     1.263     0.004
430       250.236592-43.354535    21.770   947.785    16.310     0.003     1.217     0.013     INDEF     INDEF     1.718     0.004
431       250.149719-43.323071   593.410   665.748    16.311     0.003     0.946     0.004    -3.520     0.004     1.300     0.004
432       250.188716-43.425691   336.806  1585.610    16.320     0.004     0.955     0.005     INDEF     INDEF     1.255     0.004
433       250.189048-43.415809   334.620  1497.030    16.326     0.006     1.325     0.023     INDEF     INDEF     1.579     0.007
434       250.038882-43.277296  1322.750   255.435    16.332     0.004     0.834     0.013     INDEF     INDEF     1.556     0.017
435       250.206437-43.463540   220.197  1924.880    16.334     0.006     2.137     0.012     INDEF     INDEF     2.581     0.006
436       250.000082-43.346272  1578.060   873.720    16.335     0.003     2.049     0.010    -4.661     0.011     2.459     0.003
437       250.223266-43.466615   109.459  1952.450    16.338     0.007     0.945     0.009     INDEF     INDEF     1.268     0.008
438       250.184617-43.419412   363.779  1529.330    16.344     0.004     1.105     0.011     INDEF     INDEF     1.394     0.007
439       250.225528-43.402404    94.570  1376.870    16.344     0.004     0.968     0.005     INDEF     INDEF     1.292     0.005
440       250.237864-43.354753    13.399   949.740    16.346     0.002     1.052     0.007     INDEF     INDEF     1.382     0.003
441       250.134939-43.450679   690.667  1809.600    16.351     0.003     0.942     0.005     INDEF     INDEF     1.274     0.004
442       250.225151-43.312134    97.050   567.715    16.356     0.002     2.069     0.010     INDEF     INDEF     2.548     0.003
443       250.017601-43.306871  1462.780   520.537    16.358     0.003     1.276     0.006     INDEF     INDEF     1.766     0.004
444       250.120499-43.372990   785.685  1113.210    16.358     0.003     1.006     0.005     INDEF     INDEF     1.361     0.004
445       249.998886-43.278594  1585.930   267.070    16.366     0.003     1.308     0.006     INDEF     INDEF     1.838     0.004
446       250.036336-43.270150  1339.500   191.374    16.369     0.002     1.067     0.005     INDEF     INDEF     1.442     0.003
447       250.118835-43.381275   796.637  1187.480    16.369     0.003     1.005     0.004     INDEF     INDEF     1.369     0.004
448       250.106227-43.450913   879.604  1811.700    16.374     0.004     2.017     0.011     INDEF     INDEF     2.535     0.005
449       250.146577-43.252264   614.087    31.048    16.387     0.006     1.050     0.007     INDEF     INDEF     1.502     0.006
450       249.999248-43.417575  1583.550  1512.860    16.388     0.002     1.080     0.005     INDEF     INDEF     1.460     0.003
451       249.937654-43.327542  1988.850   705.828    16.390     0.004     1.039     0.007     INDEF     INDEF     1.405     0.005
452       249.949219-43.393969  1912.750  1301.260    16.390     0.004     1.072     0.005     INDEF     INDEF     1.470     0.005
453       250.078918-43.307060  1059.300   522.228    16.393     0.004     0.979     0.005     INDEF     INDEF     1.321     0.005
454       250.195361-43.463882   293.079  1927.950    16.399     0.006     2.010     0.014     INDEF     INDEF     2.376     0.006
455       250.158246-43.392196   537.302  1285.370    16.399     0.013     0.945     0.012     INDEF     INDEF     1.234     0.013
456       250.053367-43.406464  1227.430  1413.270    16.402     0.003     1.089     0.005     INDEF     INDEF     1.432     0.003
457       250.232254-43.250407    50.313    14.404    16.404     0.014     0.793     0.015     INDEF     INDEF     1.307     0.016
458       250.006251-43.279749  1537.470   277.417    16.409     0.003     1.013     0.005     INDEF     INDEF     1.418     0.004
459       250.127976-43.442393   736.490  1735.330    16.412     0.004     2.189     0.013     INDEF     INDEF     2.533     0.005
460       250.139227-43.346700   662.452   877.551    16.415     0.003     1.013     0.005     INDEF     INDEF     1.381     0.004
461       250.067039-43.276078  1137.470   244.510    16.416     0.002     0.963     0.004    -0.168     0.010     1.309     0.003
462       250.126837-43.388021   743.981  1247.950    16.418     0.003     1.130     0.005     INDEF     INDEF     1.420     0.003
463       250.122206-43.465474   774.453  1942.220    16.424     0.006     1.129     0.007     INDEF     INDEF     1.602     0.009
464       249.950122-43.290611  1906.810   374.783    16.427     0.003     1.022     0.005     INDEF     INDEF     1.459     0.004
465       250.103795-43.304266   895.604   497.187    16.431     0.013     1.405     0.018     INDEF     INDEF     1.921     0.016
466       250.105799-43.427371   882.417  1600.670    16.437     0.003     1.303     0.006     INDEF     INDEF     1.724     0.004
467       250.081895-43.349228  1039.710   900.211    16.439     0.003     0.946     0.005    -2.394     0.005     1.300     0.003
468       250.030953-43.403745  1374.920  1388.890    16.443     0.003     0.982     0.006     INDEF     INDEF     1.370     0.003
469       250.187626-43.427775   343.978  1604.290    16.452     0.003     1.284     0.006     INDEF     INDEF     1.657     0.005
470       250.003187-43.394520  1557.630  1306.200    16.454     0.003     0.997     0.005     INDEF     INDEF     1.372     0.003
471       250.190495-43.306204   325.100   514.556    16.458     0.002     0.891     0.004     INDEF     INDEF     1.274     0.003
472       250.167699-43.271497   475.098   203.449    16.466     0.003     0.901     0.006     INDEF     INDEF     1.359     0.004
473       250.080344-43.256151  1049.920    65.889    16.468     0.008     1.343     0.044     INDEF     INDEF     INDEF     INDEF
474       249.995291-43.358326  1609.590   981.768    16.468     0.003     0.968     0.005     INDEF     INDEF     1.353     0.003
475       250.178445-43.382805   404.387  1201.190    16.475     0.003     1.429     0.007     INDEF     INDEF     1.652     0.003
476       250.117928-43.307225   802.604   523.710    16.489     0.003     0.938     0.005     INDEF     INDEF     1.291     0.004
477       250.073283-43.395335  1096.380  1313.510    16.491     0.005     1.151     0.007     INDEF     INDEF     1.527     0.008
478       250.197088-43.426661   281.714  1594.310    16.495     0.004     1.231     0.006     INDEF     INDEF     1.550     0.004
479       249.936872-43.298901  1994.000   449.096    16.501     0.005     1.151     0.008     INDEF     INDEF     1.605     0.012
480       250.140006-43.438559   657.327  1700.960    16.508     0.007     1.184     0.008     INDEF     INDEF     1.454     0.012
481       250.190265-43.278723   326.609   268.222    16.511     0.003     1.038     0.007     INDEF     INDEF     1.458     0.005
482       250.134970-43.435519   690.464  1673.710    16.515     0.002     1.082     0.004     INDEF     INDEF     1.378     0.004
483       250.105855-43.417556   882.049  1512.690    16.516     0.003     1.003     0.005     INDEF     INDEF     1.387     0.005
484       250.027811-43.328020  1395.600   710.115    16.518     0.002     0.988     0.004     INDEF     INDEF     1.353     0.003
485       250.063282-43.309208  1162.190   541.487    16.526     0.003     1.046     0.006     0.898     0.019     1.547     0.006
486       249.977167-43.284657  1728.850   321.414    16.527     0.004     1.118     0.007     INDEF     INDEF     1.540     0.008
487       250.236033-43.269188    25.446   182.755    16.528     0.009     1.896     0.015     INDEF     INDEF     2.304     0.011
488       250.139844-43.366417   658.390  1054.290    16.528     0.003     0.948     0.005     INDEF     INDEF     1.275     0.004
489       250.100623-43.368612   916.476  1073.970    16.528     0.003     0.934     0.005     INDEF     INDEF     1.253     0.004
490       249.967503-43.401026  1792.440  1364.520    16.529     0.006     1.071     0.008     INDEF     INDEF     1.547     0.011
491       250.084383-43.287073  1023.340   343.069    16.537     0.003     0.988     0.007     INDEF     INDEF     1.453     0.005
492       250.106643-43.472731   876.865  2007.270    16.549     0.002     1.192     0.006     INDEF     INDEF     1.583     0.004
493       250.113885-43.328748   829.210   716.639    16.554     0.003     1.008     0.005     INDEF     INDEF     1.379     0.004
494       250.027963-43.333225  1394.600   756.764    16.559     0.003     0.989     0.006     INDEF     INDEF     1.334     0.003
495       250.065445-43.249939  1147.960    10.209    16.561     0.003     1.266     0.014     INDEF     INDEF     1.487     0.004
496       250.095582-43.384883   949.646  1219.820    16.562     0.004     0.970     0.006     INDEF     INDEF     1.340     0.009
497       250.166922-43.291244   480.216   380.458    16.562     0.017     1.110     0.020     INDEF     INDEF     1.283     0.018
498       250.072435-43.460067  1101.960  1893.750    16.570     0.002     1.128     0.006     INDEF     INDEF     1.307     0.004
499       250.185508-43.419265   357.910  1528.010    16.576     0.005     0.995     0.010     INDEF     INDEF     1.312     0.009
500       250.089338-43.428574   990.733  1611.460    16.578     0.005     1.233     0.007    -0.474     0.009     1.532     0.006
501       250.027580-43.336779  1397.120   788.621    16.579     0.004     0.991     0.005     INDEF     INDEF     1.387     0.005
502       249.940095-43.376168  1972.790  1141.700    16.585     0.004     1.101     0.006     INDEF     INDEF     1.412     0.005
503       250.152776-43.263488   573.300   131.660    16.595     0.004     0.937     0.006     INDEF     INDEF     1.390     0.004
504       250.202193-43.289825   248.122   367.742    16.595     0.003     0.939     0.006     INDEF     INDEF     1.362     0.004
505       250.218685-43.395990   139.600  1319.380    16.598     0.004     1.384     0.007     INDEF     INDEF     1.861     0.004
506       250.217177-43.389792   149.521  1263.820    16.600     0.003     1.212     0.006     INDEF     INDEF     1.641     0.004
507       250.222076-43.295783   117.284   421.146    16.602     0.004     1.008     0.006     INDEF     INDEF     1.358     0.005
508       250.011330-43.316106  1504.050   603.317    16.603     0.005     0.843     0.017     INDEF     INDEF     1.473     0.006
509       250.052214-43.337806  1235.020   797.828    16.606     0.003     1.098     0.005     INDEF     INDEF     1.503     0.004
510       250.106111-43.345598   880.362   867.678    16.608     0.004     1.070     0.006     INDEF     INDEF     1.406     0.004
511       250.036643-43.475442  1337.480  2031.570    16.618     0.005     1.222     0.012     INDEF     INDEF     1.339     0.006
